-0.048784,-0.024054,-0.053762,-0.096506,-0.062264,-0.077331,-0.12964,-0.10108,-0.040384,0.029918,-0.034192,0.0088869,0.056084,0.09112,0.031293,-0.034792,-0.028011,-0.021067,0.0049923,0.091488,0.092037,0.088955,0.084283,0.060911,0.050443,0.073774
0.038474,-0.086179,-0.024995,0.028288,0.052165,0.0037454,-0.024467,0.0051894,-0.0064912,-0.12489,-0.059285,0.056748,0.059481,-0.0029802,-0.02908,-0.033572,-0.08604,-0.063384,-0.028708,0.079839,0.07773,-0.012523,0.012226,-0.012876,-0.042558,0.037975
-0.05408,-0.026673,-0.040972,-0.035356,-0.034585,-0.029656,-0.020236,-0.005424,-0.028885,0.004934,-0.047009,0.0084362,0.0246,0.046221,0.03045,0.041379,0.028111,-0.0368,0.023052,-0.023851,0.010975,0.022487,0.017954,-0.0065851,-0.045073,-0.025189
0.082296,0.091492,0.087923,0.043029,0.04381,0.080229,0.090563,0.064454,0.032335,-0.08928,0.05817,0.10168,0.092744,0.086985,-0.050426,-0.10803,-0.14129,-0.070486,-0.053167,-0.011303,-0.076314,-0.11961,-0.057476,-0.0081563,-0.027816,-0.024562
0.01468,-0.051689,0.002175,-0.020913,0.025682,0.033147,0.064662,0.02043,-0.011826,0.016115,-0.0016741,0.011801,-0.01267,0.030221,0.083682,0.036264,0.029216,0.035744,0.0080221,-0.0075479,0.0055235,0.031145,0.041841,0.053433,-0.0054504,0.024446
-0.017434,-0.03386,-0.041193,-0.053317,-0.036774,0.0027901,0.0053106,-0.03569,-0.035623,-0.035265,-0.016568,-0.014072,-0.020062,-0.005748,-0.018088,-0.019052,-0.033484,0.015257,0.0023569,0.022707,-0.0096406,0.025928,-0.0089882,-0.014823,-0.046367,-0.0066157
-0.021434,-0.048676,-0.04792,0.000544,-0.027109,0.027564,0.049755,0.028315,-0.0056497,-0.008084,-0.0034349,0.010976,0.024552,-0.00025209,0.025877,0.0095668,0.0019786,0.0089663,0.00078376,0.024215,-0.017652,-0.024438,-0.041156,0.0033634,-0.022472,-0.029801
0.05355,-0.0068756,0.019993,0.091634,0.14969,0.2133,0.17121,0.06046,-0.038776,0.0137,0.045358,0.010237,-0.003063,0.095225,0.11133,0.062481,-0.0048215,0.0025247,-0.037461,-0.18094,-0.30444,-0.28301,-0.17586,-0.089648,-0.025699,-0.18067
-0.20694,0.077212,-0.00040742,-0.081481,-0.17089,-0.25674,-0.23679,-0.14633,-0.026643,0.1481,0.068145,0.047805,-0.011794,-0.012944,-0.029514,0.028361,0.14761,0.15009,0.07192,0.050728,0.089821,0.11216,0.11653,0.109,0.13983,0.063303
-0.15119,0.23111,0.038733,-0.21959,-0.2631,-0.13778,-0.067283,0.00074749,0.14849,0.24071,0.23389,-0.030462,-0.064777,0.024289,-0.036488,-0.0665,0.026791,-0.016672,0.097347,0.063023,0.015511,-0.0059998,-0.12325,-0.2096,-0.16477,-0.071572
-0.017607,-0.05761,-0.035884,-0.0587,-0.020508,0.016913,0.031763,-0.028409,-0.096369,-0.032229,0.017391,-0.042924,-0.018464,0.0091839,0.044427,0.020423,-0.045379,-0.040835,0.0017111,-0.05955,-0.050721,0.0051755,0.016153,0.0092377,0.011876,-0.035867
0.054164,0.15194,0.20952,0.13266,0.04709,-0.070767,-0.075333,-0.0093221,0.11749,0.11953,0.12962,0.094309,-0.10719,-0.23331,-0.16928,0.049476,0.11944,0.10077,0.020556,-0.064249,-0.20189,-0.24597,-0.12645,0.043215,0.094506,-0.072152
0.046886,-0.031868,-0.026716,-0.0088622,-0.006703,0.0011877,0.080946,0.055777,0.033643,-0.034933,0.010016,0.058057,-0.031834,-0.05698,0.039241,0.057174,0.0076721,-0.034952,0.034289,0.044103,0.0057117,-0.012092,-0.00077944,0.0045776,-0.032295,0.015184
