0.00044136,0.0038713
0.32724,1.0235
0.015247,0.040722
0.00090175,0.0028751
0.028136,0.0064551
0.018827,0.075698
0.047887,0.010585
0.29916,0.036063
0.29382,0.15577
0.1542,0.30111
6.5433e-005,0.0090358
0.74147,0.51949
0.003348,0.026438
0.032812,0.013158
0.38662,0.48453
0.37909,0.19148
0.025579,0.11493
0.040789,0.091196
0.0025,0.017091
0.00030005,0.0079963
0.24475,0.2002
0.14894,0.1555
0.034129,0.08145
0.40067,0.090247
0.0086436,0.01288
0.017766,0.004934
5.4046,1.5128
0.27914,0.64891
0.010078,0.030281
0.0085499,0.013188
0.067757,0.036717
0.0002677,0.0046331
0.012315,0.030793
0.0070761,0.062656
0.0067264,0.06697
0.47957,0.86631
3.7877,1.6481
0.288,0.36452
0.043974,0.057362
0.73167,0.48384
0.0024556,0.014137
0.046608,0.018505
0.0016066,0.0048515
0.0054914,0.075395
0.4063,0.33571
0.016625,0.1051
0.030138,0.12778
0.011089,0.0039355
0.011094,0.01381
0.03939,0.18435
0.0023363,0.021599
0.27853,0.46264
0.55405,0.088747
0.3559,0.095471
0.014035,0.029345
0.92147,0.31169
0.30628,0.097874
3.6051,1.2211
0.0016543,0.017759
0.014083,0.043656
0.018752,0.037242
0.013629,0.015097
0.074833,0.21962
0.0021964,0.010735
0.016289,0.032057
0.0034794,0.032642
2.0533,0.27483
0.00044481,0.013873
4.3884,1.5683
0.027891,0.19616
3.5435,0.41132
0.00057599,0.001057
0.15381,0.72365
0.31557,0.18844
12.6605,2.2515
0.064017,0.038185
0.0027817,0.021922
0.061976,0.25463
0.66474,0.47133
0.39106,0.26056
0.23862,0.12657
0.0060073,0.11845
0.07282,0.10823
0.055433,0.060945
2.8187,0.47338
0.051121,0.044663
5.217,0.15581
0.023804,0.12289
0.093205,0.34451
0.063514,0.037837
0.39836,0.49195
0.077588,0.16862
0.042213,0.13085
0.53901,0.24336
0.19753,0.43074
0.20497,1.2706
0.14038,0.54829
0.001552,0.036689
0.0048403,0.006746
0.62394,0.39021
0.17286,1.1712
0.081851,0.034472
0.27399,0.044751
0.016263,0.0036303
0.47587,0.41637
0.0019593,0.043326
0.027336,0.076358
0.025834,0.047627
0.0018075,0.0064576
0.14605,0.0026574
0.030157,0.034352
0.035785,0.001981
0.050414,0.0197
0.013492,0.01142
0.1291,0.12427
0.3367,0.29665
0.00080036,0.0069785
0.0071326,0.039466
3.8769,1.3037
0.019877,0.023421
0.016901,0.023271
0.0049271,0.055623
9.5197,2.2373
0.0062877,0.015559
0.0037483,0.044952
0.13052,0.12571
0.275,2.0323
0.0018928,0.020518
0.068738,0.43615
2.8957,1.2724
0.0081785,0.0030954
0.0090853,0.0099899
0.39452,0.19829
0.14686,0.2249
0.0056298,0.0070948
0.013832,0.030395
0.015917,0.16665
0.09901,0.25932
0.0048665,0.02903
0.0064209,0.039406
0.0062826,0.022197
0.0051765,0.003701
0.030649,0.021618
0.38918,0.45583
0.0016356,0.050828
0.0025742,0.0074825
0.017385,0.032952
0.105,0.083104
0.083182,0.045441
0.75221,0.5592
