0,6.2189,1.5008,7.5622,0.63713
45,6.4677,1.1169,9.7015,0.30669
67.5,7.6617,0.55846,11.1111,0.63971
90,3.7313,0.87596,9.8673,1.3306
112.5,3.6816,0.84137,4.2786,0.74793
135,2.2388,0.5218,3.7313,0.57591
180,2.8192,0.57448,4.1791,0.66002
225,2.7861,0.60115,3.068,0.51543
270,3.9801,0.52652,3.1509,0.53891
315,5.1741,0.9518,3.0846,0.74461
