5.198	11.139	9.406	4.95	2.475	3.218	2.376	4.455	5.941	5.693	2.228	1.238	0.495	1.733	0.743	2.228	4.95	0.495	0.743	2.723	0.495	1.98	0.495	0.99	0.495	2.97	3.37	5.262	2.492	4.917	1.715	1.246	0.886	3.078	2.425	2.604	2.604	2.475	0.99	1.246	0.948	1.246	2.139	0.572	0.948	2.727	0.572	1.808	0.572	0.808	0.572	4.042
7.426	7.591	3.96	11.881	25.248	23.762	23.267	5.446	8.911	17.822	9.901	11.386	20.297	9.901	11.881	3.465	11.386	7.426	16.832	4.455	12.376	4.95	6.931	14.356	21.782	11.881	0.7	3.025	4.201	0	2.1	5.601	2.1	2.1	1.4	5.601	4.201	2.1	4.901	4.201	4.201	2.1	4.901	6.301	1.4	2.1	0.7	2.8	4.201	10.502	7.001	5.601
6.733	15.05	5.941	4.95	15.842	25.347	21.584	8.515	8.119	41.188	33.267	6.931	19.406	23.366	9.901	7.723	30.099	32.871	32.871	10.693	9.307	6.139	5.545	8.515	21.386	9.307	4.612	3.665	2.322	2.524	7.036	12.73	9.219	7.16	5.874	3.744	4.118	2.711	12.219	13.514	2.711	4.45	8.122	6.47	9.481	7.553	5.713	3.731	3.328	2.582	4.779	6.737
0.396	2.574	3.168	0.99	2.178	1.386	1.782	0.99	4.95	9.703	8.119	1.188	1.98	2.376	3.168	5.545	13.267	5.743	5.941	2.574	1.188	1.386	0.396	1.188	5.347	2.376	0.542	1.657	2.657	1.213	1.771	0.886	2.146	0.99	2.214	3.597	4.717	1.627	1.852	1.93	3.239	3.1	5.627	3.003	3.77	2.675	0.828	0.542	0.542	1.291	2.675	2.169
23.366	40.594	35.05	15.644	6.733	9.307	9.109	25.149	33.465	41.98	33.465	7.921	8.515	7.327	5.545	29.307	42.178	25.149	11.287	7.921	4.554	5.545	5.149	13.663	20.594	9.703	7.262	3.705	5.45	5.116	4.559	2.582	3.86	4.235	14.406	9.564	5.304	3.898	3.019	2.485	3.328	6.59	5.713	9.409	6.917	3.77	2.675	5.173	3.084	3.923	7.586	5.575
20.198	20.396	32.079	26.337	18.614	11.683	14.059	18.218	17.624	30.495	27.921	21.782	16.238	12.079	7.921	9.109	18.614	29.901	35.446	32.475	24.554	19.604	19.406	20.594	24.95	30.099	5.173	7.057	2.675	6.952	4.338	3.796	6.945	4.406	5.575	4.559	3.665	3.43	3.328	3.314	5.731	2.747	3.084	7.995	5.832	4.559	4.282	8.086	4.293	3.314	2.747	7.877
30.495	27.723	28.317	30.891	35.842	29.109	26.337	14.257	15.248	8.713	3.762	3.762	6.337	2.97	1.782	0.792	9.307	1.98	0.594	1.188	0.99	1.188	0	1.188	0.594	1.386	12.195	18.31	9.251	16.23	9.058	17	15.22	5.359	9.538	5.258	4.665	3.731	4.98	2.8	1.291	1.291	9.435	2.711	0.886	1.291	1.213	1.291	0	1.627	0.542	2.053
11.485	19.01	14.653	11.485	13.663	10.693	12.079	14.653	13.465	19.802	21.584	22.376	7.327	7.525	8.317	17.624	14.653	19.406	20.99	17.822	11.287	14.653	10.495	14.455	21.584	19.406	4.35	7.119	8.206	4.779	5.211	1.085	6.582	8.671	6.167	6.063	5.35	12.477	4.118	2.485	5.799	5.116	4.282	8.9	6.693	1.4	4.235	6.199	4.779	4.881	6.98	2.582
20.99	17.624	27.921	23.96	21.386	9.109	12.079	14.851	17.03	6.337	8.713	7.129	6.337	3.564	2.97	2.574	4.95	4.158	3.564	6.733	4.752	3.96	3.366	3.168	3.564	7.327	9.166	6.98	6.945	6.766	4.569	4.106	5.211	5.941	5.396	2.765	4.165	3.731	2.675	2.384	1.4	1.129	5.773	1.085	2.485	3.239	1.904	2.214	1.129	2.563	1.799	6.167
18.02	17.624	25.941	18.614	23.366	23.96	22.376	22.97	15.05	20.198	22.574	12.079	18.218	17.228	16.832	10.495	18.812	10.495	17.822	13.663	14.455	12.871	16.238	15.446	11.485	11.485	6.508	4.921	11.254	2.563	3.542	4.505	6.553	5.748	5.916	5.627	6.238	3.239	2.937	5.126	3.43	7.194	5.423	4.98	7.242	6.119	5.713	3.131	3.744	2.053	3.472	5.883
2.376	10.693	12.475	7.327	3.168	4.356	3.762	3.366	7.129	30.297	33.069	32.871	3.366	4.158	6.337	2.97	19.802	19.604	23.96	14.851	6.139	4.95	2.178	4.158	20.792	8.515	0.886	1.771	2.937	6.59	4.395	3.542	3.86	2.485	4.395	4.676	5.756	6.802	3.254	1.904	5.883	1.98	3.77	7.085	4.046	3.501	4.612	2.524	2.146	2.657	6.262	5.965
19.01	18.218	21.584	20.792	28.119	24.356	22.574	21.188	18.812	17.228	16.04	21.386	13.663	12.673	18.02	16.634	11.089	8.713	11.485	9.307	9.901	10.891	9.109	8.317	8.911	9.901	2.747	6.809	8.442	3.638	5.841	1.799	3.458	2.852	3.358	7.815	3.528	2.852	5.486	3.528	3.923	3.528	2.747	2.146	1.328	4.058	4.591	4.316	2.258	1.328	4.591	2.97
