0.125	0
0.356	0
0.13	0
0	0
0	0
0	0
0	0
0	0
0.3	0
0.006	0
0	0
0	0
0	0
0	0
0	0
0.854	0
0.01	0
0.009	0
0.016	0
0.142	0
0.794	0
0.007	1E-3
0	0
0.648	1E-3
0	0
0	0
0	0
0.372	0
0	0
0	0
0.257	0
0	0
0	0
0.083	0
0.277	0.003
0	0
0	0
0	0
0	0
0	0
0.033	0
0.046	0
0	0
0	0
0.112	0
0.766	0
0	0
0.188	0
0	0
0	0
0.738	0
0.934	0
0.521	0
0	0
0	0
0.036	0
0.083	0
0.038	0
0	0
0	0
0.111	0
0.028	0
0	0
0.037	0
0	0
0.718	0.3
0	0
0	0
0.882	0.563
0.015	0.019
0	0
0.995	0
0.304	0
0.004	0.013
0	0
0	0.002
0.008	0
0	1E-3
0	0
0	0
0.056	0.051
0	0
0.008	0
0	0
0.007	0
0	0
0.172	0
0.416	0
0.784	0
0.066	0
0.019	0
0	0
0.024	0
0	0
0.02	0
0.204	0
0.041	0
0.141	0
0.624	0
0.615	0
0.711	0
0.002	0
0.541	0
0.519	0
0.725	0
0.432	0
0.593	0
0.759	0
0.215	0
0.038	0
0	0
0	0
0.021	0
0.11	0
0.135	0
0.011	0
0.727	0
0.007	0
0	0
1	0
0.379	0
0.008	0
0.099	0
0.069	0.381
0.598	0
0	0
0.341	0
0.589	0
0.082	0
0.013	0
0.732	0
0.999	0
0.114	0
0.005	0
0.1	0
0.009	0
0.225	0
0.534	0
0.743	0
0.417	0
0.038	0
0.993	0.054
0.249	0
0.206	0
0.012	0
0.999	0
0.036	0
0.144	0
0.01	0
0.257	0
0.02	0
0.017	0
0.072	0
0.435	0
1E-3	0
0.372	0
0.304	0
0.997	1E-3
0.689	0
0.521	0
0.648	0
0.709	0
0.036	0
0.085	0
0.006	0
0.095	0
0.123	0
0.481	0
0.131	0
0.098	0
0.074	0
0.206	0
0.138	0
0.895	0.006
0.138	0
0.359	0
0.14	0
0.022	0
0.167	0
0.669	0.086
0	0
0	0
0	0
0.002	0
0	0
0.493	0
0	0
0	0
0.002	0
0.177	0
0.093	0
0	0
0.513	0.002
0.009	0
0.998	0.003
0.007	0
0.81	0
0.03	0
0.879	0.002
0.873	0
0.158	0
0.998	0
1E-3	0
0	0
0	0
0	0
0.002	0
0	0
0.07	0
0.73	0
0.004	0.121
0.255	0
0.027	0
0.277	0.099
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.471	0
0	0
0.719	0
0.137	0
0.111	0
0.039	0
0.958	0.181
1	0
0.553	0
0	0
0.443	0
0.618	0.812
0.013	0
0	0
0.006	0
0	0
0.228	0
0	0
0.008	0
0.002	0
0.5	0
0.215	0
0.034	0
0.381	0
0	0
0	0
0	0
0.025	0
0	0
0	0
0.072	0
0.024	0
0.094	0
0.371	0
0.339	0
0.015	0
0	0
0	0
0	0
0.299	0
0.147	0
0	0
0	0
0	0
0.002	0
0.31	0
0	0
0.17	0
0.008	0
0.91	0
0.467	0
0.003	0
0.09	0
0.002	0
0	0
0.002	0
0.006	0
0.381	0
0.08	0
1E-3	0
0	0
0.195	0
0.24	0
0.535	0.364
0.01	0
0.186	0
0.087	0
0.176	0
0.05	0
0	0
0.957	0
0.367	0
0	0
0.381	0
0.012	0
0.169	0
0.005	0
1E-3	0
0.205	0
0.678	0.007
0.868	0
0.469	0
0.934	0
0.63	0
0	0
0	0
0	0
0.497	0
0	0
0.071	0
0.016	0
0	0
0	0
0.016	0
0	0
0	0
0	0
