File CtrSize ShiftRatio PInd ShiftRatioPaired PPaired PGaussCtr Spont Baserate1 Amplitude1 GaussCtr1 GaussSD1 Freq1 Phase1 Baserate2 Amplitude2 GaussCtr2 GaussSD2 Freq2 Phase2
 m3c830r8.htb   8.0000   0.3469   0.0008   0.2557   0.0026   0.0176   1.0631  18.1577  13.8588   0.1786   0.2816   0.4865   1.0097  19.3706  17.0432   0.3139   0.2816   0.4865   1.0097
 m3c830r8.htb   8.0000   0.1717   0.0132   0.1201   0.1024   0.0189   1.0631  17.9579  15.9582   0.1381   0.2428   0.3801   1.0214  18.5850  22.6047   0.2352   0.2428   0.3801   1.0214
 m3c830r8.htb   8.0000   0.0116   0.9559   0.1015   0.8240   0.8941   1.0631  20.3467   9.0228   0.5486   0.7266   0.3164   1.4148  19.9639   9.9202   0.5668   0.7266   0.3164   1.4148
 m3c833r8.htb   4.0000  -0.1319   0.0626   0.1030   0.1276   0.0851   1.8605  15.4672  34.4452  -0.0989   0.2342   0.6733   0.4034  17.7796  34.9494  -0.0427   0.2342   0.6733   0.4034
 m3c833r8.htb   4.0000   0.0423   0.1139   0.0625   0.0541   0.2851   1.8605  15.8351  22.8063   0.0105   0.4382   0.4600   0.4580  17.6710  28.7253   0.0911   0.4382   0.4600   0.4580
 m3c833r8.htb   4.0000   0.0377   0.6328   0.0380   0.1119   0.9935   1.8605  15.0840  30.7030   0.0771   0.3313   0.3516   0.8534  11.9504  39.5588   0.1477   0.3313   0.3516   0.8534
 m3c833r8.htb   4.0000   0.1268   0.0024   0.1407   0.0198   0.0110   1.8605  18.4336  37.8872   0.1322   0.2882   0.4395   1.0790  18.0245  45.0299   0.2563   0.2882   0.4395   1.0790
 m3c833r8.htb   4.0000   0.0933   0.0195   0.0768   0.0250   0.0799   1.8605  17.9474  39.0231   0.1076   0.2842   0.4000   1.0280  12.7166  47.3621   0.2128   0.2842   0.4000   1.0280
 m3c833r8.htb   4.0000   0.0237   0.4453  -0.0493   0.7199   0.3117   1.8605  16.9469  37.1215   0.1755   0.3488   0.3516   0.8879  12.1848  38.2067   0.1597   0.3488   0.3516   0.8879
 m3c836r9.htb  13.0000  -0.0915   0.4093   0.1262   0.1360   0.6184   4.7841  78.8015  19.8591   0.1917   0.4396   0.2988   1.3418  83.3071  30.6691   0.3190   0.4396   0.2988   1.3418
 m3c836r9.htb  13.0000   0.2232   0.0072   0.2361   0.0021   0.1940   4.7841  77.6817  15.4987   0.0256   0.5029   0.2988   0.9223  83.0171  19.1220   0.3652   0.5029   0.2988   0.9223
 m3c836r9.htb  13.0000   0.0943   0.0471   0.0791   0.1428   0.0581   4.7841  77.6536  18.8800   0.0265   0.3511   0.2988   0.9637  86.9137  23.7188   0.1657   0.3511   0.2988   0.9637
 m3c836r9.htb  13.0000   0.1736   0.2148   0.3086   0.0931   0.3900   4.7841  82.1020  25.0910   0.1915   0.4339   0.3788   0.9132  83.4704  19.7825   0.3318   0.4339   0.3788   0.9132
 m3c836r9.htb  13.0000  -0.0569   0.3771   0.0157   0.9428   0.2418   4.7841  81.9613  30.0714   0.2072   0.3694   0.3516   1.0292  87.4893  21.9063   0.2015   0.3694   0.3516   1.0292
 m3c836r9.htb  13.0000  -0.2960   0.7500  -0.2684   0.1220   1.0000   4.7841  82.3243  20.0737   0.0701   0.3070   0.3691  -0.1407  86.5175  18.6479  -0.0660   0.3070   0.3691  -0.1407
 m3c837r8.htb  18.0000  -0.2342   0.2436   0.3250   0.1733   0.3062  11.9601  63.4644  14.8309  -0.7249   1.1675   0.2988  -0.8709  60.2143  12.3175  -0.5366   1.1675   0.2988  -0.8709
 m3c837r8.htb  18.0000  -0.0703   0.7152   0.0364   0.7471   0.5730  11.9601  64.2222  13.6023  -0.5526   1.2885   0.3164  -0.5319  56.7748  17.6887  -0.5159   1.2885   0.3164  -0.5319
 m3c837r8.htb  18.0000   0.0587   0.1403   2.0516   0.1286   0.2016  11.9601  65.8515  12.0801  -1.6000   2.6614   0.3325  -2.7596  57.5588  11.2492   1.4863   2.6614   0.3325  -2.7596
 m3c837r8.htb  18.0000  -0.0168   0.1962   1.4575   0.0688   0.4278  11.9601  65.8829  12.4774  -1.6000   2.4400   0.3392   3.4775  57.7295  11.6500   1.3090   2.4400   0.3392   3.4775
 m3c837r8.htb  18.0000   0.0705   0.4149  -0.3117   0.0830   0.8060  11.9601  62.1142   9.8435  -1.3944   3.3636   0.3152  -2.6598  58.6882  15.0606  -1.6000   3.3636   0.3152  -2.6598
 m3c837r8.htb  18.0000  -0.1369   0.2795   3.0412   0.0377   0.8412  11.9601  61.8453   9.5413  -1.6000   4.8134   0.2988   3.3421  56.8842  10.2989   1.5366   4.8134   0.2988   3.3421
 m3c837r8.htb  18.0000  -0.1739   0.0436  -0.2250   0.0021   0.9176  11.9601  61.2684   9.9259  -1.2321   3.6930   0.2820  -2.1274  55.8844  11.3925  -1.6000   3.6930   0.2820  -2.1274
 m3c837r8.htb  18.0000   0.0173   0.6476   6.2797   0.2847   0.7168  11.9601  58.8498  14.6719  -1.6000   3.7366   0.3168  -2.6772  57.3062  10.6553   1.5864   3.7366   0.3168  -2.6772
 m3c837r8.htb  18.0000  -0.1145   0.5940   3.0154   0.1125   0.9574  11.9601  59.0357  14.6438  -1.5364   3.6582   0.3234  -2.6048  57.4679  10.8492   1.4527   3.6582   0.3234  -2.6048
 m3c837r8.htb  18.0000  -0.2548   0.7450  -0.3408   0.2168   0.9296  11.9601  56.6902   9.8887   0.1861   6.4000   0.2947   0.8137  56.7153   9.8999   0.0450   6.4000   0.2947   0.8137
 m3c838r8.htb  14.0000   0.0409   0.7738   0.1411   0.4171   0.7675   2.1262  56.7164  43.8708  -0.5599   0.6330   0.2637  -1.5425  54.7002  43.9321  -0.5166   0.6330   0.2637  -1.5425
 m3c838r8.htb  14.0000   0.0652   0.2713   0.0377   0.8638   0.1647   2.1262  54.2287  37.8567  -0.4056   0.7125   0.2988  -1.1828  53.9160  23.5848  -0.3939   0.7125   0.2988  -1.1828
 m3c838r8.htb  14.0000   0.0532   0.0063   0.0383   0.4452   0.0034   2.1262  53.2503  36.0752  -0.3189   0.7557   0.2988  -0.9846  54.9605  26.5909  -0.2715   0.7557   0.2988  -0.9846
 m3c838r8.htb  14.0000   0.0308   0.1224   0.0277   0.6709   0.0704   2.1262  54.1578  34.9642  -0.3687   0.7885   0.2988  -1.1008  57.5860  28.2853  -0.3450   0.7885   0.2988  -1.1008
 m3c838r8.htb  14.0000   0.0308   0.1430  -0.0309   0.8842   0.0784   2.1262  54.0609  36.6959  -0.4573   0.7013   0.3297  -1.3826  55.0899  22.5911  -0.4679   0.7013   0.3297  -1.3826
 m3c838r8.htb  14.0000  -0.0321   0.0017   0.0071   0.6810   0.0007   2.1262  52.0637  41.3137  -0.3917   0.6457   0.2882  -1.2427  55.6347  29.6983  -0.3634   0.6457   0.2882  -1.2427
 m3c838r8.htb  14.0000  -0.0328   0.0185  -0.0002   0.9864   0.0082   2.1262  53.0804  38.0960  -0.4251   0.6973   0.2970  -1.3163  58.3802  30.3339  -0.4262   0.6973   0.2970  -1.3163
