15.64	18.32	16.83	15.84	15.59	13.37	21.04	32.08	39.6	32.92	23.51	11.88	15.59	17.08	15.35	18.56	28.22	39.85149	45.3	43.32	16.83	231.37	215.66	0	0
9.31	22.28	13.86	10.15	8.66	9.41	15.84	21.53	19.8	19.31	19.31	34.65	30.94	21.29	11.14	8.66	14.36	12.62376	15.1	25	36.88	266.67	339.29	0	0
1.73	4.7	9.65	5.94	11.14	10.89	12.38	10.4	10.64	10.89	6.19	32.92	35.15	40.59	61.63	46.53	12.62	5.94059	17.57	1.24	11.88	159.98	62.07	0.02	0
23.76	29.21	27.72	24.26	34.41	33.42	38.86	37.62	42.33	30.45	33.91	30.69	37.43	36.04	16.58	4.95	5.94	2.9703	3.22	4.95	23.76	187.34	19.8	0.17	0
8.66	14.19	15.1	13.37	8.17	5.94	6.6	6.19	2.64	13.37	20.46	9.65	12.62	14.52	18.48	23.02	22.03	17.82178	13.2	11.55	15.84	346.91	139.92	0	0
11.09	6.68	8.17	9.65	15.59	21.29	21.53	21.29	15.1	9.65	3.96	3.96	4.21	6.68	18.07	26.98	25.74	24.0099	12.87	8.17	7.43	157.13	156.85	0	0
4.95	15.35	15.05	20.05	24.01	20.79	24.26	23.37	20.54	18.81	7.92	9.31	15.59	7.72	7.18	9.16	6.68	2.72277	4.95	6.68	9.65	151.26	20.06	0.01	0
7.13	20.59	28.51	18.02	20.4	16.04	14.06	9.7	10.1	14.65	18.22	8.32	12.08	27.13	25.94	22.38	14.85	8.51485	7.72	10.3	6.34	30.51	97.23	0.01	0
7.1	12.28	15.45	7.33	11.88	15.25	11.09	6.93	4.75	2.57	10.69	3.56	3.37	8.71	11.09	6.14	5.54	2.57426	3.56	5.15	1.98	53.63	101.35	0	0.05
19.6	36.63	35.05	33.17	29.95	34.65	39.11	40.59	31.44	23.76	35.89	14.11	27.23	48.71	61.63	66.09	55.94	35.64356	31.19	45.3	17.57	108.47	141.69	0.01	0
11.88	31.49	33.86	31.88	24.16	20.59	11.49	7.52	5.54	7.92	17.43	6.93	6.14	8.91	15.25	5.94	3.17	5.34654	4.75	5.94	14.46	33.64	12.33	0	0.04
17.33	23.76	23.56	20	16.63	17.62	20.79	24.09	25.15	18.22	25.35	41.98	33.07	30.1	22.97	20.63	21.78	21.9802	25.35	30.69	40.2	286.64	338.34	0.07	0
18.02	26.14	35.84	50.1	59.8	62.97	60.59	47.72	17.03	5.54	15.05	13.47	12.87	12.48	19.41	17.82	26.34	24.15842	27.13	29.11	23.96	112.09	218.88	0	0
