40.59	111.09	109.7	80.2	105.94	82.57	67.13	94.26	109.9	123.96	108.71	114.65	137.43	123.76	94.85	65.15	48.12	39.20792	46.34	100.59	124.75	314.1	1.32	0.35	0
38.81	58.42	53.47	39.01	37.23	51.29	56.04	46.53	53.86	54.65	48.71	41.98	35.45	50.5	55.64	41.58	34.65	31.68317	36.63	56.24	39.41	297.14	339.49	0.82	0.06
31.49	37.62	46.73	34.46	33.27	42.57	41.39	39.41	47.52	35.25	37.82	25.15	23.96	39.41	57.62	130.69	133.86	95.64356	66.73	50.3	35.25	180.23	164.64	0.96	0
26.14	77.62	100	71.09	50.69	30.3	35.25	65.94	50.5	59.21	81.19	26.14	21.58	20.59	23.17	78.81	161.78	157.0297	115.05	43.17	27.52	355.67	178.26	0.04	0
34.06	100	106.73	76.83	74.06	64.75	64.75	62.97	65.74	63.17	81.39	37.82	37.82	51.09	34.26	92.08	107.72	110.8911	129.9	99.8	35.25	19.87	202.74	0.03	0
35.93	134.16	96.7	81.68	64.19	85.48	83.99	74.26	75.58	64.19	86.96	30.86	22.94	20.63	14.69	45.87	122.11	183.0033	202.48	167.82	58.58	9.47	215.97	0.12	0
50.89	92.28	100.59	80.59	76.04	95.64	101.58	128.12	113.66	96.63	112.67	62.97	57.82	60.59	56.24	34.65	31.88	29.50495	37.82	55.64	71.88	225.33	349.88	0	0
39.6	55.05	41.39	35.64	40.4	32.87	38.61	50.1	45.35	57.03	64.75	25.15	17.23	17.23	17.82	27.52	41.19	71.88119	90.5	63.76	39.41	298.55	224.03	0.4	0
40.99	50.99	31.68	31.68	38.86	36.88	37.87	40.35	49.75	42.57	37.13	25.99	15.59	11.88	18.81	29.7	33.91	62.37624	106.68	205.69	53.47	260.55	251.84	0.18	0
46.53	89.93	62.87	56.44	58.91	62.87	72.28	81.19	70.13	71.12	70.96	80.53	69.45	72.11	86.3	148.84	130.03	151.3201	137.46	116.69	86.63	279.27	197.72	0.53	0
45.12	55.61	53.63	54.79	65.84	73.27	72.7	65.18	66.2	57.43	74.12	59.41	45.05	48.18	90.43	130.36	116.67	94.22442	89.44	61.72	55.12	184.81	159.58	0.68	0
31.49	40.59	60.79	58.81	55.45	53.07	58.02	58.02	48.51	41.19	41.19	55.25	31.09	33.66	51.49	44.55	39.6	28.71287	38.02	35.05	37.23	120.65	33.52	0.97	0.96
36.44	80.2	53.66	61.98	44.16	54.46	50.1	49.31	57.82	68.32	65.74	37.62	38.42	39.21	40.4	38.81	33.66	28.11881	34.65	29.5	35.84	315.63	41.23	0.43	0.99
48.71	78.61	72.67	71.68	61.58	62.18	68.32	82.77	99.8	70.5	91.68	94.46	99.21	105.94	119.41	88.71	84.55	96.43564	101.19	108.71	78.61	261.31	119.33	0.4	0.04
42.97	118.02	86.34	83.17	56.04	70.89	65.74	65.74	72.87	115.05	117.62	135.05	94.26	80.4	70.5	55.25	51.49	40	75.05	158.61	197.62	318.81	320	0.07	0
41.91	74.42	47.72	54.95	74.46	106.27	109.57	73.76	65.74	90.89	112.38	59.21	62.57	50.33	49.01	124.09	94.06	116.3366	65.54	62.97	69.5	252.04	179.03	0.16	0.42
39.41	52.23	52.97	48.71	61.58	51.24	56.68	48.02	57.62	58.66	51.09	52.97	47.52	73.51	56.44	63.86	78.71	76.23762	62.77	61.63	58.42	130.27	181.93	0.61	0.55
38.78	45.54	42.77	56.83	51.49	57.03	58.61	61.39	60.2	49.9	39.6	35.25	70.89	81.78	100.2	130.5	92.87	43.56436	32.67	28.91	36.04	176.28	98.82	0.11	0
46.37	149.31	107.52	111.09	76.83	66.73	84.36	92.67	95.84	83.96	104.75	62.57	59.01	65.54	52.28	64.95	79.01	78.41584	68.32	54.06	56.83	350.49	169.13	0.44	0.88
34.41	57.14	60.68	35.36	46.68	46.25	63.65	56.01	49.5	51.2	52.76	25.18	17.68	26.87	30.13	43.42	35.08	24.32815	18.39	15.98	14.43	83.14	116.78	0.73	0
46.25	31.97	23.93	34.65	40.43	52.97	46.7	49.67	25.25	37.77	22.94	29.84	34.79	39.75	39.93	32.18	22.07	19.63696	21.78	17.16	13.53	152.39	70.61	0.4	0.08
28.57	37.95	55.28	42.24	45.21	41.58	48.35	39.93	35.48	36.47	39.6	49.17	57.26	70.63	75.08	90.43	72.77	57.42574	48.02	42.08	51.49	78.59	107.08	0.48	0
43.96	29.7	31.09	44.95	38.81	46.53	42.18	45.35	36.83	37.82	42.97	174.65	163.17	134.65	71.29	30.5	29.7	49.10891	38.61	33.86	140.4	190.74	9.19	0.47	0
41.42	40.79	48.51	30.69	33.86	49.31	66.53	56.04	44.95	37.43	37.82	33.86	26.73	25.54	45.74	60.59	86.53	108.7129	87.33	57.62	26.93	149.75	184.5	0.13	0
51.68	67.33	59.01	65.1	59.65	57.23	45.79	64.11	59.41	56.93	77.23	37.87	33.66	30.3	70.05	100	97.03	132.4257	137.87	64.11	28.96	321.83	185.18	0.55	0
40.74	30.27	28.43	33.95	20.37	17.96	27.3	28.85	19.24	26.73	46.96	124.05	106.79	111.17	58.84	19.52	15.7	32.1075	21.92	70.72	135.08	327.75	351.27	0.98	0.02
41.98	59.41	43.32	45.74	47.13	55.45	58.91	46.53	47.52	47.33	49.75	50.1	56.93	57.67	102.48	103.71	84.75	72.47525	53.27	42.18	45.74	44	117.64	0.03	0
34.46	30.69	33.07	32.87	31.29	36.83	32.48	31.68	38.22	32.67	29.11	212.28	249.7	249.11	83.96	15.84	17.03	12.67327	9.11	70.69	206.14	200.68	5.63	0.87	0
42.18	46.34	52.48	44.36	42.38	50.3	46.93	48.12	39.21	41.98	48.51	47.33	51.09	60.4	59.01	53.07	42.77	51.68317	53.66	45.54	50.1	44.8	98.76	0.98	0.99
41.58	48.51	50.1	37.82	40.4	37.43	46.93	35.84	36.24	32.08	54.26	49.31	69.7	68.12	55.45	41.19	49.31	54.05941	53.07	58.81	52.64	25.07	32.81	0.31	0.42
32.51	40.59	32.48	43.37	43.76	48.71	66.14	107.72	92.48	69.9	42.77	198.22	267.52	226.93	85.15	74.26	56.44	57.42574	48.91	61.39	126.34	202.43	20.5	0	0
39.8	51.09	58.61	36.44	37.03	40.99	35.64	30.89	35.84	57.23	56.83	213.86	213.66	151.29	102.38	75.64	61.58	63.9604	170.3	210.69	239.01	339.59	326.43	0.15	0
31.09	62.87	65.35	61.39	60.64	51.49	50.74	50.5	30.69	33.91	51.49	24.75	34.65	48.76	57.67	31.19	26.73	17.07921	20.05	26.98	15.84	53.59	78.06	0.37	0.05
32.28	41.39	57.03	53.66	63.76	67.33	77.43	57.43	57.03	43.76	42.57	39.01	46.93	70.1	98.61	109.5	86.53	58.0198	49.5	50.5	32.08	132.34	124.98	0	0
41.78	153.07	145.15	153.27	123.17	97.82	81.19	76.44	89.7	72.67	102.18	228.32	328.12	379.6	217.82	106.73	68.32	75.44554	64.16	90.69	160.2	29.81	31.6	0.03	0
44.88	93.66	85.64	93.86	78.61	113.66	132.01	150.3	119.41	68.91	95.25	205.12	171.88	144.75	97.36	84.55	92.28	99.0099	109.7	140.99	186.34	173.66	343.01	0	0
43.17	52.08	68.51	55.05	55.05	57.82	68.32	85.94	86.34	68.71	55.64	147.13	175.45	155.45	83.96	61.58	54.85	52.67327	104.36	60.2	111.09	197.34	10.52	0	0
41.58	36.83	47.13	45.94	57.62	52.08	63.56	47.13	37.62	47.52	48.91	98.22	113.86	86.53	69.9	40.4	33.86	30.29703	35.05	50.3	67.72	117.15	19.2	0.45	0
39.77	104.29	80.53	77.89	66.34	77.06	78.38	80.03	89.27	58.75	82.67	409.41	375.58	382.51	266.5	177.89	103.8	100.6601	91.42	118.65	359.57	355.59	13.67	0.1	0
48.37	47.52	93.23	78.55	95.87	94.06	113.04	100.83	111.32	84.16	78.22	153.96	202.81	156.6	198.18	172.44	115.02	106.7657	103.14	119.64	128.38	165.44	47.67	0.29	0.01
43.17	63.17	50.89	47.72	86.14	113.86	101.98	68.12	57.82	81.19	91.49	120.2	73.07	94.85	73.47	90.5	78.42	68.11881	86.34	169.5	150.89	156.61	300.95	0	0
48.02	94.72	88.94	72.94	58.09	99.5	128.71	134.98	129.7	83.5	112.87	120.79	139.11	126.4	117.16	108.91	73.93	68.81188	61.22	75.08	143.07	208.19	17.2	0.03	0.01
37.62	39.01	38.42	32.08	33.07	55.25	45.54	45.94	44.95	38.61	47.33	58.81	48.51	56.44	67.52	69.31	57.23	44.9505	71.88	122.97	78.42	227.99	278.07	0.34	0
42.77	124.16	99.21	64.95	62.18	46.73	70.5	62.57	60.99	57.43	104.95	48.91	60	70.1	115.45	208.12	237.03	214.8515	193.86	89.11	86.34	3.75	174.05	0.08	0
51.68	78.61	61.58	65.94	70.89	63.56	64.95	70.69	59.21	76.83	77.62	55.05	60.99	58.22	57.62	57.62	65.35	51.08911	76.63	80.59	70.5	324.54	264.75	0.66	0.74
42.57	52.48	40.92	53.47	40.1	54.62	59.9	60.07	42.08	51.65	48.35	30.53	45.05	48.94	74.92	49.01	54.62	48.51485	48.51	41.58	42.24	194.22	126.37	0.16	0
39.41	37.03	28.12	28.91	29.11	38.61	46.73	49.31	46.14	41.39	38.42	51.29	86.53	100.59	96.83	52.48	41.19	29.30693	25.54	31.49	44.75	211.77	57.45	0.15	0
38.74	60.68	64.36	64.78	53.47	66.48	67.89	65.49	69.87	57.43	54.31	111.17	107.36	128.01	149.65	135.93	86.7	76.09618	67.61	53.61	79.49	174.57	65.8	0.72	0
39.93	53.47	41.25	41.09	39.77	41.25	45.21	49.83	41.91	36.63	48.02	13.86	21.95	22.61	38.94	49.67	61.55	48.84488	51.49	22.28	17	7.58	162.66	0.85	0
23.76	40.35	30.94	30.94	25.99	31.93	28.47	36.88	46.78	55.2	39.6	41.34	30.2	23.76	31.44	14.11	18.81	21.0396	48.27	179.21	110.89	270.17	287.84	0.15	0
50.74	83.42	46.53	21.29	34.65	51.73	55.94	107.67	107.67	62.87	93.32	45.05	48.27	28.47	10.4	6.19	7.43	12.62376	14.11	21.78	48.27	247.24	349.32	0	0.01
40.59	54.7	51.98	64.85	84.65	77.48	83.42	79.46	96.04	80.69	61.88	80.45	74.5	83.17	93.32	81.68	82.18	98.0198	175	286.39	182.67	189.55	267	0	0
56.15	102.97	100.28	114.57	72.84	79.35	91.51	126.59	87.55	73.69	81.33	290.95	363.37	383.45	292.36	165.91	114	64.92221	67.89	100.85	275.81	144.87	27.5	0.1	0
38.61	80.79	61.58	55.05	42.97	37.43	32.48	38.22	41.19	69.9	104.55	34.65	45.35	51.88	91.68	138.02	159.6	173.6634	125.15	52.87	40.99	329.55	166.66	0	0
25.94	45.15	54.65	44.95	55.64	49.31	55.05	55.05	40.79	40.4	40	33.86	33.86	36.24	56.83	44.55	54.26	47.12871	28.91	39.01	28.12	106.75	125.36	0.79	0.46
55.45	67.33	83.76	78.02	81.78	86.93	80.79	64.36	74.85	72.87	77.82	76.83	97.03	62.57	63.56	72.87	83.76	115.6436	102.57	97.82	94.46	67.5	232.44	0.26	0.01
45.35	116.24	106.14	96.04	84.75	113.66	132.67	157.62	146.14	128.12	98.61	77.23	105.35	121.58	114.46	126.53	127.92	86.33663	53.27	57.43	66.14	206.9	96.62	0	0
46.04	44.39	56.6	50.17	47.52	59.9	61.72	69.14	50.66	60.23	61.06	42.74	50.99	56.93	57.92	36.14	24.75	21.61716	22.28	24.42	49.67	200.93	31.5	0.32	0
28.12	41.58	30.5	41.58	45.35	54.65	50.69	51.29	53.66	52.87	44.55	35.84	51.49	63.76	71.29	70.1	83.37	63.76238	59.21	45.15	44.16	212.74	141.62	0.08	0
42.82	89.85	83.17	80.94	89.11	97.28	126.73	124.75	129.46	131.93	119.06	86.88	93.56	80.2	81.68	46.78	45.3	44.30693	38.37	58.42	101.73	223.83	10.44	0.08	0.01
55.45	75.45	90.69	82.38	69.5	45.94	55.25	62.57	43.76	32.67	61.98	67.52	45.74	46.93	58.42	95.25	131.09	102.5743	83.56	95.84	78.81	52.09	195.4	0.14	0
38.61	136.3	113.2	80.2	78.55	101.32	77.23	91.58	132.92	102.23	133.99	61.39	63.7	71.95	46.53	43.81	52.97	63.61386	63.7	75.25	74.59	312.36	286.53	0	0
44.39	43.56	40.2	27.92	39.6	40.59	45.35	41.19	48.12	37.23	38.81	116.63	105.35	100.2	97.43	90.89	73.27	42.37624	54.46	49.9	83.96	169.91	32.81	0.55	0
30.5	16.63	33.91	30.94	35.64	38.12	39.6	25.54	16.04	21.53	17.03	2.97	0.99	2.23	4.16	2.57	0.99	3.36634	10.15	9.9	3.22	105.99	248.99	0	0
47.52	102.57	95.05	65.94	61.78	60.99	86.53	85.54	71.88	63.56	83.96	65.54	71.68	79.6	103.96	138.61	199.01	155.4455	120.2	124.95	83.76	27.46	172.74	0.06	0
34.46	36.39	36.14	31.68	29.31	36.63	40	50.25	35.84	38.37	33.42	75.99	75.64	75.5	23.02	10.64	8.66	13.86139	14.6	23.02	54.26	192.9	4.54	0.17	0
28.22	33.91	36.3	35.31	35.31	43.89	41.25	43.56	37.62	28.47	32.01	33.33	18.48	23.76	33.99	38.94	30.69	16.50165	23.43	36.96	24.75	143.98	346.04	0.78	0.21
34.16	45.54	39.11	40.35	54.95	59.41	87.79	64.11	47.28	48.76	52.15	110.4	116.83	103.22	64.36	63.86	48.51	38.94389	32.18	112.87	166.34	152.66	341.46	0.05	0.01
43.32	63.04	52.81	53.47	59.74	58.42	56.77	38.28	48.76	49.83	42.24	48.51	70.96	53.22	108.91	130.94	84.82	67.9868	49.5	50.5	43.23	53.02	108.12	0.5	0
48.51	42.08	46.29	44.06	47.77	65.59	59.9	54.95	44.31	51.98	42.82	82.43	62.38	47.03	53.22	50.5	49.75	39.60396	83.42	126.49	115.84	158.51	298.97	0.48	0
49.5	68.12	43.56	47.52	46.93	58.17	71.29	75.64	70.3	76.24	73.27	57.18	38.02	50.89	71.78	46.93	37.62	36.88119	73.07	121.98	120.2	243.23	292.01	0.02	0
39.41	69.9	75.64	74.65	54.65	68.12	64.36	52.28	47.52	59.41	80.79	98.42	75.25	63.76	48.91	40.59	49.5	51.48515	62.18	108.91	141.98	4.09	316.3	0.02	0
48.71	59.65	54.46	58.17	68.32	68.56	68.32	75.25	88.61	85.4	67.08	77.72	58.17	85.64	98.51	72.28	62.38	64.35644	111.88	154.21	125.5	224.81	278.24	0.01	0
38.22	77.62	70.1	63.17	51.88	48.32	56.63	58.22	70.69	62.97	70.69	48.91	40.4	34.65	45.35	50.89	64.36	61.58416	52.28	55.05	48.91	323.44	192.65	0.03	0.46
25.58	75.25	63.86	70.89	41.42	49.31	44.06	37.82	37.43	36.47	40	58.42	57.62	58.81	57.43	47.72	37.43	37.22772	34.65	33.07	51.88	26.47	32.52	0	0.05
41.19	76.83	67.13	72.28	66.93	64.95	90.89	144.55	117.62	66.34	71.88	140.79	101.98	98.02	90.1	74.65	63.56	63.36634	85.74	71.29	85.54	190.5	8.04	0	0
38.42	93.07	73.51	59.9	42.82	46.53	63.12	81.44	71.78	96.78	117.33	38.37	40.59	33.66	43.32	53.47	51.98	36.13861	33.91	33.91	31.68	299.34	104.56	0.04	0.92
41.19	73.02	70.3	68.71	51.88	60.59	67.33	83.42	79.41	63.12	71.78	156.44	143.37	102.72	114.06	75.25	59.41	66.08911	67.57	64.36	94.06	236.69	25.07	0.22	0
45.54	57.43	82.43	53.71	52.23	40.1	49.5	43.07	39.11	54.7	50.25	142.82	158.42	172.77	180.69	195.05	181.19	178.7129	157.18	155.69	150.25	31.26	139.99	0.22	0.04
42.18	48.76	46.78	51.73	41.34	52.72	61.63	96.29	103.22	76.49	51.49	97.52	116.58	105.45	74.5	57.43	44.8	35.14851	41.58	51.49	95.79	215.66	14.79	0	0
