
0.6414	1.7055
0.4438	1.1025
0.7057	1.6212
0.6337	1.5891
0.5603	1.5
0.588	1.4313
0.6333	1.3784
0.8071	1.1588
0.7055	1.2409
0.5337	1.6997
0.6024	1.4425
0.4491	1.3775
0.4845	1.4014
0.5488	1.2154
0.709	2.2382
0.6236	1.5519
0.4758	1.5132
0.5692	1.7824
0.6894	1.4769
0.7479	1.6888
0.6708	1.3606
0.5128	1.0557
0.6168	1.6856
0.7534	1.4857
0.5862	1.4174
0.6137	1.5851
0.6533	1.4829
0.6097	1.3462
0.5572	1.3863
0.6869	1.5479
0.5749	1.5895
0.6104	1.5663
0.5769	1.2738
0.6102	1.3347
0.7471	1.3907
0.7	1.7836
0.6145	1.2187
0.5402	1.4862
0.7149	1.3237
0.6952	1.3115
0.5476	1.3753
0.4899	1.7593
0.69	1.2655
0.5522	1.1286
0.7252	1.4756
0.8197	1.4617
0.6658	1.2337
0.6923	1.5995
0.6882	1.5746
0.6028	1.2314
0.5967	1.2901
0.6074	1.6016
0.6055	1.4222
0.6808	1.4773
0.578	1.4154
0.667	1.1383
0.5652	1.347
0.4578	1.4572
0.6015	1.909
0.5308	1.3411
0.7017	1.5119
0.851	1.1956
0.8483	1.5405
0.4133	1.2705
0.8594	1.1334
0.5909	1.6546
0.6938	1.253
0.7241	1.271
0.6239	1.2019
0.65	1.1823
0.5484	1.2462
0.4681	1.5483
0.6711	1.639
0.3841	1.3486
0.7883	1.3531
0.5263	1.5203
0.6649	1.6377
0.5102	1.6013
0.5635	1.4254
0.55	1.4709
0.4608	1.4634
0.5257	1.2275
0.823	1.4946
0.5717	1.3428
0.7279	1.1037
0.5818	1.3007
0.5883	1.2442
0.4524	1.5567
0.672	1.2646
0.7275	1.2592
0.5427	1.3509
0.7277	1.3967
0.8503	1.4339
0.5551	1.58
0.4981	1.5012
0.6366	1.3776
0.5928	1.5937
0.5817	1.2384
0.6487	1.4312
0.6834	1.5217
0.8933	1.2534
0.6607	1.3287
0.7348	1.6075
0.6214	1.3839
0.6262	1.4354
0.6708	1.6534
0.5813	1.7934
0.5099	1.3988
0.6193	1.2639
0.6188	1.5212
0.5776	1.4986
0.7059	1.5453
0.5675	1.6249
0.3696	1.5839
0.6925	1.4063
0.4869	1.5425
0.5471	1.6576
0.6652	1.0251
0.5905	1.4538
0.6189	1.417
0.6552	1.3312
0.4975	1.3319
0.6156	1.6003
0.5514	1.3803
0.4773	1.3228
0.5397	1.8165
0.4834	1.4945
0.5486	1.2475
0.6861	2.0056
0.6083	1.2569
0.3525	1.685
0.5693	1.6594
0.7179	1.3808
0.459	1.7644
0.6328	1.3593
0.6209	1.1895
0.5067	1.2528
0.4838	1.5207
0.4524	1.8029
0.7289	1.291
0.6495	1.3188
0.5244	1.5457
0.6618	1.3473
0.5766	1.3299
0.6657	1.0866
0.735	1.3698
0.519	1.8462
0.6427	1.2196
0.6265	1.4959
0.6454	1.3399
0.627	1.6588
0.5264	1.773
0.5975	1.513
0.5486	1.4475
0.5882	1.2139
0.5171	2.0256
0.6448	1.2054
0.5496	1.4247
0.6608	1.5158
0.5832	1.5023
0.7075	1.2997
0.7043	1.5836
0.6261	1.3748
0.4886	1.5842
0.4587	1.391
0.5431	1.6782
0.3733	1.5971
0.6064	1.1314
0.6859	1.3445
0.5932	1.8252
0.5665	1.5291
0.6003	1.4705
0.7537	1.5762
0.6011	1.4403
0.5056	1.4018
0.5931	1.225
0.7025	1.5009
0.6193	1.3809
0.7208	1.3382
0.4952	1.3662
0.5939	1.4384
0.6958	1.6148
