0,0.02,0.01,-0.02,0.02,-0.02,-0.04,-0.05,-0.03,-0.02,-0.02,-0.02,0,0.02,-0.03,0,0,-0.02,-0.02,-0.03,0,-0.01,-0.01,-0.01
-0.01,0,0.03,-0.01,0.01,-0.46,-0.03,0,0.01,0,0,-0.01,-0.01,-0.03,0.01,0.01,-0.03,-0.01,-0.01,0.02,-0.01,-0.01,-0.03,-0.02
-0.01,0.01,-0.01,-0.05,-0.01,-0.02,-0.17,-0.03,0.76,-0.01,-0.03,-0.01,-0.01,-0.01,0.05,0,0.16,-0.02,0,-0.02,1.13,-0.01,-0.01,-0.02
0.03,-0.02,0,0.01,-0.01,-0.01,-0.01,-0.02,0,-0.01,0.08,0,-0.02,0,0,0,-0.01,-0.04,-0.01,0.01,0.51,0.01,-0.03,0.02
-0.17,-0.01,-0.03,-0.1,-0.01,-0.01,-0.02,-0.03,0.55,1.58,0,0.94,-0.03,-0.01,0.04,-0.02,-0.05,0,0.02,-0.12,0,-0.32,0.55,-0.02
0,-0.13,0.03,0.02,0.02,-0.01,0.03,-0.02,0,0.02,-0.01,0.02,0.02,0.01,0,0.03,-0.01,-0.01,-0.01,-0.03,0,0,-0.04,-0.03
0.01,-0.02,0.02,0.02,0.01,0.01,0,-0.01,0.02,0.01,0.02,0.01,-0.01,-0.01,0,0.01,0,0.02,0,0,0,0.02,-0.01,-0.01
-0.01,0.01,0.03,0.01,-0.01,-0.01,-0.01,-0.01,-0.02,0,0,0,0,0.01,0.02,0.01,-0.01,0.01,0,0,0.01,0,0,-0.02
-0.02,-0.01,0.02,-0.02,0.01,-0.02,0,-0.02,0.09,-0.01,0,0,-0.01,0.01,0,0.01,-0.01,0.01,0.02,0.01,-0.02,0,0.01,-0.01
0,-0.04,-0.01,0,0.02,0.02,0.02,-0.01,0.02,-0.02,-0.02,0.01,-0.01,0,0.02,0,0.02,0.01,-0.02,-0.01,0.01,0,-0.04,0.01
0.01,0,0.02,0.01,0.01,0.01,-0.01,0,-0.03,0,0.02,-0.01,0.03,0.03,0,0.01,0,-0.03,0,0,0,0,-0.03,-0.03
-0.05,-0.01,-0.01,0.03,-0.01,-0.02,-0.1,0,0.01,0.07,-0.02,-0.01,-0.01,0.02,-0.01,0,-0.02,-0.02,0.02,-0.01,0.01,-0.01,0.01,-0.03
0.02,0,-0.01,-0.03,-0.02,0,-0.04,-0.02,0,-0.02,-0.03,0.03,-0.01,0,0,0,0,-0.01,0.03,-0.01,-0.01,-0.03,-0.05,-0.01
-0.03,-0.01,0.01,0,-0.01,0,-0.01,-0.03,0,0,-0.01,0,0,0,0.03,-0.01,-0.01,0.01,0.02,0.03,0,-0.04,-0.02,-0.01
-0.02,-0.01,0,0,-0.01,-0.02,-0.01,-0.03,0.03,-0.03,-0.03,0,0,-0.01,0.02,-0.03,-0.04,-0.04,0.01,-0.03,-0.01,-0.03,-0.01,-0.01
-0.02,0,-0.02,0,0.01,-0.02,-0.06,-0.02,-0.03,-0.01,-0.01,0,-0.03,0,0.05,0,-0.03,0.02,0.02,-0.03,-0.03,-0.03,-0.02,-0.02
