m1c279r1.htb	1.49	2.97	8.911	12.871	43.564
m1c281r1.htb	3.47	2.574	3.168	10.099	35.248
m1c282r1.htb	11.39	5.941	5.446	35.149	61.386
m1c283r1.htb	29.7	17.492	9.901	55.446	88.779
m1c284r1.htb	4.46	3.168	2.64	11.881	17.03
m1c285r1.htb	36.47	36.04	7.426	56.436	61.881
m1c286r1.htb	21.39	18.812	14.059	42.376	132.079
m1c287r1.htb	5.2	2.228	2.228	10.231	25.248
m1c289r1.htb	40.03	25.248	24.752	60.99	127.129
m1c290r1.htb	9.5	2.64	4.29	8.911	21.122
m1c291r1.htb	8.12	9.505	7.129	23.564	84.95
m1c292r1.htb	5.54	3.762	3.168	7.525	22.772
m1c293r1.htb	10.5	7.525	0.792	17.426	43.564
m1c294r1.htb	3.96	2.475	3.465	10.644	22.772
m1c296r1.htb	5.74	2.772	1.188	5.941	18.02
m1c297r1.htb	4.08	6.223	0.99	12.164	40.17
m1c298r1.htb	29.08	24.611	3.713	31.542	28.342
m1c299r1.htb	18.02	19.406	12.475	35.446	37.822
m1c300r1.htb	4.55	2.178	0.99	24.752	52.673
m1c302r1.htb	44.55	58.086	23.96	101.32	76.733
m1c303r1.htb	11.09	11.584	6.337	23.861	19.109
m1c304r1.htb	55.74	75.842	35.941	125.743	113.366
m1c305r1.htb	28.71	30.528	15.017	51.98	81.188
m1c306r1.htb	20.3	20.99	23.96	48.515	61.584
m1c308r1.htb	6.36	9.901	4.455	19.142	35.926
m1c309r1.htb	12.38	12.211	6.601	31.683	23.267
m1c310r1.htb	17.82	15.512	8.416	25.083	27.393
m1c311r1.htb	5.94	6.506	3.112	14.026	16.832
m1c312r1.htb	29.37	19.802	40.594	63.366	138.614
m1c314r1.htb	25.15	11.881	3.168	26.931	74.653
m1c315r1.htb	33.07	30.099	5.545	50.693	41.089
m1c316r1.htb	15.64	9.307	10.693	49.901	57.624
m1c317r1.htb	0.99	0.99	0.396	6.733	33.663
m1c318r1.htb	17.03	17.426	3.762	37.03	43.96
m1c319r1.htb	10.69	3.96	1.98	33.465	38.416
m1c320r1.htb	11.29	26.931	20.198	71.089	73.069
m1c321r1.htb	9.16	25.545	11.089	42.822	55.248
m1c322r1.htb	14.85	14.455	8.515	36.238	26.337
m1c323r1.htb	26.93	40.594	17.327	68.069	74.01
m1c324r1.htb	4.79	3.168	2.97	7.921	14.521
m1c325r1.htb	4.55	1.98	4.554	12.541	24.092
m1c326r1.htb	11.74	15.7	7.756	32.673	41.254
m1c327r1.htb	20.08	18.482	16.634	26.733	28.713
m1c328r1.htb	19.8	5.611	15.677	18.317	115.347
m1c330r1.htb	6.68	5.569	3.094	13.119	48.515
m1c331r1.htb	26.53	38.416	5.743	74.851	62.376
m1c332r1.htb	0.99	0.99	0.743	11.881	29.703
m1c333r1.htb	9.7	6.188	7.673	22.97	27.723
m1c334r1.htb	17.26	7.261	18.953	19.307	50.99
m1c335r1.htb	91.37	49.67	8.062	150.165	141.584
m1c340r1.htb	10.07	7.327	3.3	23.168	28.713
m1c342r1.htb	13.27	17.426	3.366	38.614	43.168
m1c343r1.htb	14	6.436	0.66	19.472	27.228
m1c345r1.htb	8.49	1.32	3.678	10.325	87.836
m1c347r1.htb	9.19	9.406	6.931	31.848	80.198
m1c348r1.htb	10.02	9.406	7.921	23.515	104.102
m1c349r1.htb	2.57	1.386	6.139	6.337	62.574
m1c350r1.htb	4.95	2.475	4.455	7.756	37.789
m1c351r1.htb	12.13	6.506	0	12.871	22.489
m1c352r1.htb	4.95	8.769	52.192	20.651	121.924
m1c353r1.htb	24.5	6.683	1.856	21.782	32.107
m1c354r1.htb	10.2	8.911	5.375	18.953	48.185
m1c355r1.htb	5.52	4.455	2.31	14.686	33.993
m1c356r1.htb	15.54	10.495	4.455	17.822	27.723
m1c357r1.htb	48.94	26.733	5.092	77.793	67.657
m1c358r1.htb	9.03	10.042	7.797	20.916	45.421
m1c95r1.htb	10.1	3.564	0.396	15.446	33.861
m1c96r1.htb	5.15	2.97	0.198	11.089	27.327
m1c97r1.htb	24.05	21.075	14.427	30.552	53.041
m1c98r1.htb	22.57	23.366	5.743	39.01	127.921
m1c99r1.htb	26.34	24.95	11.089	38.614	59.406
m3c100r1.htb	17.23	4.703	4.95	29.703	38.119
m3c101r1.htb	22.44	9.406	10.231	30.033	34.983
m3c105r1.htb	3.71	0.248	1.782	17.624	39.208
m3c106r1.htb	17.62	10.297	12.129	41.98	69.703
m3c109r1.htb	4.75	0.396	2.178	4.95	14.851
m3c10r1.htb	5.32	1.891	1.418	20.567	26.005
m3c110r1.htb	5.61	2.64	3.3	15.512	29.373
m3c114r1.htb	8.51	10.891	9.307	33.069	44.752
m3c115r1.htb	12.13	17.492	14.604	37.129	75.743
m3c117r1.htb	6.93	12.871	4.752	33.663	95.446
m3c118r1.htb	11.55	9.158	2.228	26.073	16.337
m3c119r1.htb	7.72	6.139	1.98	18.02	43.168
m3c11r1.htb	8.12	9.109	6.139	27.393	50.693
m3c120r1.htb	15.84	24.092	12.541	53.795	41.914
m3c122r1.htb	30.2	13.861	11.386	45.05	76.238
m3c123r1.htb	2.81	0.792	0.33	14.686	8.119
m3c124r1.htb	20	12.475	6.337	38.416	47.921
m3c126r1.htb	18.22	9.901	3.713	53.713	25
m3c127r1.htb	7.33	3.465	0.495	26.238	13.663
m3c128r1.htb	6.53	1.188	13.069	11.287	64.356
m3c129r1.htb	3.17	0.396	2.97	15.248	19.406
m3c12r1.htb	12.38	4.62	3.63	20.132	58.746
m3c130r1.htb	6.14	0.594	0.396	19.802	24.356
m3c13r1.htb	4.84	4.526	1.609	14.71	18.812
m3c14r1.htb	19.21	24.158	25.545	49.109	68.317
m3c15r1.htb	33.95	31.089	27.525	87.129	70.297
m3c17r1.htb	9.41	10.297	2.376	32.277	77.228
m3c18r1.htb	45.71	62.376	23.432	94.719	116.337
m3c19r1.htb	21.22	21.782	27.723	50.66	106.601
m3c1r1.htb	18.48	5.941	5.611	29.043	60.396
m3c20r1.htb	7.43	5.941	2.97	24.01	37.376
m3c21r1.htb	10.61	12.871	5.375	25.884	79.373
m3c24r1.htb	6.08	5.776	2.475	14.026	27.228
m3c25r1.htb	18.39	11.221	3.135	30.363	54.62
m3c26r1.htb	2.77	1.386	1.386	5.941	52.277
m3c27r1.htb	8.91	9.901	1.65	22.442	50.165
m3c28r1.htb	25.92	36.056	22.535	65.915	68.169
m3c29r1.htb	39.11	26.733	6.931	70.297	130.198
m3c2r1.htb	7.18	7.921	2.475	26.073	51.815
m3c30r1.htb	1.98	0.743	0.743	10.891	19.307
m3c31r1.htb	0.99	0	0	1.98	13.861
m3c32r1.htb	9.11	12.079	3.96	29.901	23.366
m3c33r1.htb	22.11	18.482	15.842	60.066	79.208
m3c34r1.htb	14.65	11.881	17.03	41.386	84.554
m3c35r1.htb	12.13	8.416	12.624	22.772	60.396
m3c36r1.htb	30.3	31.881	14.653	68.713	74.653
m3c37r1.htb	30.89	25.149	14.059	62.574	58.02
m3c39r1.htb	11.06	5.545	3.168	17.624	47.129
m3c41r1.htb	24.36	19.307	10.495	45.347	57.624
m3c42r1.htb	31.56	32.673	17.987	52.805	70.297
m3c43r1.htb	11.29	18.812	0.495	38.861	61.98
m3c44r1.htb	12.67	11.089	6.931	38.614	58.812
m3c46r1.htb	43.17	28.911	13.267	88.515	46.733
m3c47r1.htb	3.96	6.337	0.248	33.416	21.98
m3c48r1.htb	27.23	16.502	18.218	55.842	97.228
m3c49r1.htb	7.52	2.376	2.178	14.653	18.812
m3c4r1.htb	3.96	1.98	4.62	11.881	39.934
m3c50r1.htb	15.05	5.941	2.772	22.178	27.525
m3c52r1.htb	20.67	17.822	14.569	25.743	26.874
m3c54r1.htb	11.49	11.089	3.168	29.703	93.069
m3c55r1.htb	5.94	8.911	7.178	27.228	35.644
m3c56r1.htb	25.74	20.792	12.673	59.802	88.713
m3c57r1.htb	22.97	8.317	5.743	24.95	69.703
m3c58r1.htb	11.09	3.762	3.96	12.475	37.228
m3c60r1.htb	7.52	5.347	5.941	20.594	44.95
m3c61r1.htb	41.09	35.842	21.188	57.261	71.683
m3c62r1.htb	15.25	12.871	11.485	31.089	48.317
m3c63r1.htb	5.15	3.713	2.772	25	47.723
m3c64r1.htb	4.24	5.941	2.145	11.881	44.719
m3c65r1.htb	0	0	0.198	0.99	14.257
m3c66r1.htb	1.78	3.168	0.594	8.911	27.921
m3c67r1.htb	6.6	6.733	7.525	21.188	26.337
m3c6r1.htb	7.18	8.416	5.198	41.337	50.495
m3c70r1.htb	9.31	10.693	8.515	40	45.941
m3c71r1.htb	11.09	8.515	4.554	29.505	94.455
m3c86r1.htb	20.79	10.231	7.129	18.812	56.271
m3c87r1.htb	5.94	8.168	8.416	18.317	28.713
m3c88r1.htb	19.31	18.069	21.04	69.554	92.327
m3c8r1.htb	11.39	7.178	3.465	42.327	28.713
m3c90r1.htb	15.39	6.064	16.955	22.332	64.356
m3c95r1.htb	19.64	21.188	18.02	42.97	66.139
m3c96r1.htb	18.81	13.614	14.455	25.495	74.059
m3c97r1.htb	29.7	19.802	22.772	37.228	60.396
m3c98r1.htb	14.06	9.901	15.446	21.584	62.772
m3c99r1.htb	4.16	9.703	16.238	34.653	82.376
m3c9r1.htb	9.5	12.624	1.238	40.347	20.297
