-0.035,-0.055,-0.035,-0.005,-0.105,-0.095,0.005,-0.105,0.005,0.045,-0.005,0.075,-0.005,-0.065,0.025,-0.125,-0.075,-0.105,-0.065,0.065,0.055,-0.075,0.025,0.085
0.035,-0.035,-0.005,0.025,-0.075,0.015,-0.075,0.015,0.075,0.075,0.065,0.005,-0.005,0.025,0.055,0.075,-0.065,0.045,0.055,0.035,0.005,-0.075,0.105,0.035
-0.041,-0.011,-0.011,0.089,0.109,-0.151,0.009,-0.111,-0.001,-0.071,-0.041,-0.211,0.059,0.019,-0.011,0.009,0.079,-0.011,-0.031,-0.001,0.059,-0.061,0.009,-0.001
0.009,0.009,0.009,-0.091,0.019,-0.061,0.029,-0.001,-0.081,0.019,-0.141,-0.061,0.009,0.069,0.059,0.069,-0.051,-0.041,0.019,-0.041,-0.101,0.009,-0.011,-0.031
0.039,0.049,0.049,-0.011,-0.011,0.029,-0.041,0.029,-0.071,-0.081,-0.011,0.039,-0.011,0.049,-0.001,-0.001,-0.021,-0.011,-0.001,0.039,0.039,-0.021,0.019,-0.021
0.029,-0.001,-0.061,-0.111,0.029,-0.091,0.039,-0.101,0.049,-0.081,0.099,-0.041,0.039,-0.021,0.039,-0.021,0.069,-0.051,0.009,-0.001,-0.001,-0.071,0.049,0.039
-0.001,-0.001,0.009,-0.121,-0.041,0.019,-0.011,-0.011,0.019,-0.021,0.039,-0.041,0.009,0.079,0.019,0.039,-0.021,-0.041,-0.091,-0.001,0.059,0.039,0.049,-0.141
-0.001,-0.111,0.059,0.029,-0.121,0.089,-0.011,-0.011,0.039,-0.141,0.049,0.019,-0.051,0.019,-0.151,-0.011,0.069,-0.171,-0.031,-0.031,-0.021,-0.031,-0.001,-0.001
0.129,0.009,0.129,0.139,0.019,-0.001,-0.211,0.029,0.009,0.039,-0.001,-0.131,0.039,0.109,0.079,0.079,0.079,-0.011,-0.001,0.019,0.109,-0.001,-0.051,0.049
-0.071,-0.171,-0.131,0.049,0.009,-0.001,0.029,-0.001,-0.141,0.019,-0.051,0.049,-0.001,0.049,0.199,0.039,0.039,0.019,-0.041,-0.021,-0.221,0.009,-0.101,-0.001
-0.127,-0.087,-0.037,-0.067,-0.007,-0.187,-0.017,-0.037,-0.047,-0.017,-0.047,0.003,-0.007,0.063,-0.027,-0.037,-0.027,-0.017,-0.027,-0.057,0,-0.047,-0.057,-0.027
-0.037,-0.097,0.033,-0.037,0.023,-0.017,0.033,0.023,0.013,0.053,0.013,0.003,-0.117,-0.017,-0.007,-0.117,0.013,-0.057,0.013,-0.007,0.003,0.003,-0.017,0.023
-0.097,0.033,-0.117,0.063,0.033,0.033,0.053,-0.007,0.013,-0.007,-0.027,0.003,0.003,0.053,0.103,0.053,0.033,-0.077,0.003,0.013,-0.107,-0.067,0.023,0.083
0.033,-0.147,0.053,-0.027,0.103,0.043,-0.017,-0.047,0.023,0.003,0.053,0.063,-0.107,0.043,0.043,0.083,-0.017,-0.107,0.003,0.023,0.023,-0.007,0.003,0.103
-0.007,0.003,-0.097,0.063,-0.037,0.003,0.083,0.003,-0.007,-0.047,0.053,0.103,0.023,0.033,0.023,-0.057,-0.077,0.033,0.103,-0.017,-0.077,-0.067,0.023,-0.007
-0.017,-0.137,-0.027,0.003,-0.057,-0.047,0.023,-0.077,-0.027,-0.167,-0.067,-0.027,0.023,-0.067,-0.017,0.023,-0.007,-0.027,-0.167,-0.017,0.043,-0.067,0,-0.057
0.003,0.023,0.033,-0.097,0.063,0.043,0.053,0.023,-0.167,-0.067,0.033,0.023,0.043,0.023,0.023,0.033,-0.057,0.063,0.013,-0.097,-0.047,0.073,0.013,-0.017
0.053,0.083,-0.007,0.003,-0.047,0.063,0.053,-0.017,0.063,0.003,-0.027,0.073,0.003,-0.067,0.043,0.003,-0.047,-0.047,0.013,-0.067,0.013,0.013,-0.047,0.003
-0.017,0.033,-0.107,-0.047,0.023,0.043,0.043,0.043,-0.057,-0.037,0.013,-0.097,-0.027,0.033,0.033,0.043,-0.007,-0.077,0.033,-0.047,0.043,0.043,0.043,0.013
-0.013,-0.033,0.057,0.087,-0.023,-0.053,0.027,-0.001,0.047,-0.053,-0.043,0.047,0.017,0.087,0.047,-0.013,-0.083,-0.023,0.067,0.027,0.017,-0.063,-0.033,-0.063
0.047,-0.063,-0.113,0.017,-0.003,0.027,-0.013,-0.043,-0.013,-0.043,-0.033,-0.013,-0.083,-0.033,0.027,0.027,0.057,-0.001,-0.143,0.067,0.057,-0.043,0.017,-0.043
0.007,-0.003,0.087,-0.033,0.037,-0.043,0.047,-0.001,0.037,0.047,-0.063,-0.123,0.007,0.017,0.087,-0.013,-0.013,0.027,-0.001,-0.023,0.017,0.037,-0.063,0.087
0.135,0.055,0.065,0.075,-0.025,-0.095,0.035,0.055,0.135,0.135,-0.015,0.145,0.055,0.175,0.005,0.125,0.035,-0.025,0.105,0.095,0.025,0.115,0.115,0.075
0.075,0.005,0.025,0.045,-0.055,-0.005,0.095,0.055,-0.145,0.085,0.075,0.125,0.125,0.045,0.065,0.105,0.055,0.005,0.045,0.115,-0.105,0.005,0.025,0.055
-0.065,0.095,0.035,0.035,-0.035,-0.005,0.005,0.045,-0.015,0.065,-0.055,0.005,-0.125,0.015,-0.025,0.015,0.025,0.045,0.055,0.025,-0.045,-0.065,-0.135,-0.115
-0.145,-0.165,0.005,-0.055,-0.145,-0.005,-0.125,-0.255,-0.015,-0.075,-0.005,-0.215,-0.005,-0.155,-0.125,-0.095,-0.205,-0.145,-0.095,-0.055,-0.165,-0.035,-0.025,-0.165
-0.175,-0.085,0,-0.125,-0.175,-0.145,-0.105,-0.095,-0.185,-0.125,-0.245,0.035,-0.215,-0.085,-0.165,-0.135,-0.095,-0.135,-0.065,-0.065,-0.065,-0.175,-0.265,-0.025
-0.05,0.06,-0.01,-0.13,-0.04,-0.2,0.06,-0.13,-0.07,-0.02,-0.16,0.04,-0.03,-0.02,-0.1,0.09,-0.02,-0.05,0.05,-0.13,0.03,0.01,-0.04,0
-0.1,0,0,0.05,0.03,-0.2,0.1,-0.02,0.11,0.04,-0.01,-0.02,0,0.03,0,0,0.05,0.04,-0.14,0,0.07,-0.01,-0.04,0
0.06,0,0.09,0.09,0,0.04,0.01,0.03,0.12,0.14,-0.08,0.08,0.07,0.09,0.07,0.05,-0.11,0.01,0.01,-0.11,0.08,-0.04,0.07,0
-0.004,0.086,-0.024,0.106,0.086,0.076,0.036,0.016,-0.004,-0.064,0.086,-0.044,0,0.026,0.006,0.066,0.016,-0.004,0.076,0.036,0.016,-0.014,0.016,0.046
-0.004,-0.044,-0.094,-0.004,0.036,0.076,0.016,0.006,0.046,0.026,0.026,0,0.086,0.056,-0.094,-0.024,-0.014,0.096,0.086,-0.044,0.026,0.026,0.016,0.026
-0.044,-0.074,0.076,-0.004,-0.104,0.026,-0.074,-0.064,-0.054,0.016,-0.004,0.006,0.016,0.026,-0.064,-0.004,-0.034,-0.094,0.016,0.016,0.006,-0.034,-0.054,-0.074
-0.064,-0.064,-0.044,0.036,-0.014,-0.164,-0.064,0.006,-0.074,-0.104,0.066,-0.054,-0.074,0.046,0.036,0.026,-0.044,-0.104,0.066,0.036,-0.094,-0.034,-0.084,-0.004
-0.004,0.016,0.036,0.066,-0.014,-0.014,0.056,-0.024,0.036,0.006,-0.104,-0.034,-0.044,-0.024,-0.104,0.016,-0.004,-0.094,0,0.036,-0.094,-0.024,0.076,-0.014
0.026,0.056,-0.004,-0.064,0.116,-0.014,0.046,-0.014,0.046,-0.064,0.066,0.036,-0.074,0.016,0,-0.044,0,0.056,-0.084,0.026,0,-0.044,0.026,0.016
-0.818,-0.818,-0.758,-0.668,-0.788,-0.648,-0.758,-0.768,-0.698,-0.728,-0.818,-0.928,-0.738,-0.668,-0.788,-0.638,-0.738,-0.888,-0.688,-0.768,-0.648,-0.798,-0.708,-0.778
-0.208,-0.188,-0.158,-0.198,-0.148,-0.168,-0.428,-0.188,-0.198,-0.078,-0.498,-0.188,-0.098,-0.228,-0.428,-0.178,-0.558,-0.088,-0.328,-0.578,-0.208,-0.178,-0.148,-0.418
0.362,0.282,0.352,0.382,0.042,0.352,0.272,0.312,0.282,0.342,0.342,0.332,0.382,0.322,0.332,0.372,0.322,0.292,0.302,0.212,0.322,0.302,0.352,0.402
0.412,0.402,0.362,0.362,0.392,0.362,0.392,0.262,0.372,0.402,0.382,0.402,0.302,0.432,0.262,0.372,0.272,0.352,0.262,0.402,0.352,0.362,0.302,0.382
0.272,0.362,0.352,0.272,0.342,0.272,0.342,0.262,0.362,0.242,0.272,0.362,0.142,0.342,0.232,0.322,0.402,0.342,0.322,0.392,0.202,0.392,0.412,0.342
-0.016,0.084,-0.126,0.044,0.054,-0.356,-0.006,0.024,0,0.014,0.064,0.044,0,0.084,-0.006,0.074,-0.096,-0.086,0,-0.006,-0.026,0.034,0.014,0.004
0.034,0.034,0.064,0.024,0.074,0,-0.076,-0.086,0.054,0.064,-0.036,0.034,-0.066,0.054,0.014,0.034,-0.076,-0.076,0.074,0.064,0.004,-0.106,-0.036,-0.006
0.094,-0.076,-0.056,0.044,0.004,0.104,-0.006,0,-0.066,0.104,0,-0.016,-0.056,-0.126,0,-0.116,0.004,-0.046,-0.026,-0.016,0,-0.036,-0.026,0.024
-0.066,-0.066,-0.046,-0.046,0.064,-0.076,0.024,0.034,-0.026,0,0,0.044,-0.006,-0.006,-0.016,-0.036,0.014,-0.076,0,0.024,0.024,-0.046,0,-0.096
0.02,-0.09,-0.13,0.06,0.05,-0.01,-0.01,-0.06,0.02,-0.06,-0.06,-0.1,-0.11,-0.17,-0.05,0.02,0.06,-0.02,-0.22,-0.04,-0.21,0.04,-0.01,-0.06
-0.01,0,0.02,0.03,-0.12,-0.11,0.01,-0.07,0.01,-0.06,-0.11,0,-0.07,0.02,-0.01,0.01,-0.01,-0.04,-0.05,-0.04,-0.06,-0.05,-0.08,-0.02
-0.04,0,-0.09,0.04,-0.04,0.01,0,-0.17,-0.03,0.04,0.01,0.02,0.05,-0.03,-0.01,0,-0.07,0.04,0.01,0.08,-0.09,-0.03,0.05,-0.04
-0.05,0.08,0.1,-0.01,-0.01,-0.05,-0.03,0.04,-0.03,0.02,-0.05,0.01,-0.13,0.04,0.01,0.04,-0.06,-0.03,0.01,-0.05,-0.03,-0.08,0.1,0
0.05,0.06,0.03,0.06,0.02,-0.01,-0.04,0.12,-0.03,-0.04,-0.04,0.05,0.05,0.07,0.1,0.06,0.12,0.04,0.07,0.09,0.11,0.03,-0.05,0.07
