0.49783,8.9109,1
0.69951,3.9604,1
0.76108,6.9307,1
0.68581,1.9802,1
0.77886,1.9802,1
0.67336,11.8812,1
0.64539,0,1
0.66163,3.9604,1
0.67249,0.9901,1
0.67987,2.9703,1
0.72649,8.9109,1
0.70426,1.9802,1
0.72435,11.8812,1
0.80061,4.9505,1
0.76427,10.8911,1
0.73295,4.9505,1
0.69432,9.901,1
0.60121,3.9604,1
0.71899,10.8911,1
0.67679,7.9208,1
0.76881,17.8218,1
0.81579,1.9802,1
0.73925,6.9307,1
0.79005,14.8515,1
0.81201,33.6634,1
0.66575,17.8218,2
0.77195,2.9703,2
0.72291,7.9208,2
0.75876,2.9703,2
0.71083,5.9406,2
0.71233,1.9802,2
0.64644,5.9406,2
0.64045,2.9703,2
0.70432,17.8218,2
0.66324,0.9901,2
0.75947,6.9307,2
0.7741,3.9604,2
0.68254,18.8119,2
0.69235,1.9802,2
0.73665,4.9505,2
0.81986,3.9604,2
0.72687,13.8614,2
0.73453,2.9703,2
0.75933,11.8812,2
0.63522,1.9802,2
0.67133,2.9703,2
0.7797,9.901,2
0.75502,7.9208,2
0.78517,10.8911,2
0.78851,28.7129,2
