FILE	 SPon	 Veb_min	 Vis_min	 Veb_max	 Vis_max	 Veb_azi	 Veb_ele	 Veb_amp	 Vis_azi	 Vis_ele	 Vis_amp	 Veb_HTI	 Vis_HTI	 Veb_HTIerr	 Vis_HTIerr	 Veb_P	 Vis_P	 Veb_std	 Vis_std	 gain	 Veb_F_anova	 Vis_F_anova	 Veb_P_anova	 Vis_P_anova	 Veb_DDI	 Vis_DDI	 Veb_var_term	 Vis_var_term	
m2c77r3 	 21.35	   28.243	   108.046	   186.137	   -41.895	  213.556	  0.242	   0.032	   0.000	  11.745	   5.309	   0.000	   0.745	  13.658	  
m2c77r3 	 21.35	   28.243	   108.046	   186.137	   -41.895	  213.556	  0.242	   0.037	   0.000	  11.745	   5.309	   0.000	   0.745	  13.658	  
