-0.06	-0.13	-0.16	-0.19	-0.08	-0.13	-0.03	-0.11	-0.08	-0.09	-0.08	-0.05	-0.03	-0.08	-0.04	-0.07	-0.08	-0.05	-0.06	-0.2	-0.08	-0.04	-0.06	-0.07
-0.13	-0.07	-0.04	-0.12	-0.07	-0.12	-0.11	-0.18	-0.05	-0.05	-0.06	-0.17	-0.12	-0.22	-0.11	-0.08	-0.19	-0.1	-0.13	-0.05	-0.06	-0.16	-0.08	-0.11
-0.15	-0.03	-0.12	-0.25	-0.07	-0.16	-0.01	-0.05	-0.08	-0.07	-0.08	-0.03	-0.07	-0.05	-0.05	-0.12	-0.15	-0.1	-0.09	-0.14	-0.03	-0.1	-0.15	-0.13
-0.01	-0.02	-0.07	-0.03	0.04	-0.07	-0.11	-0.03	0.03	-0.03	-0.07	-0.2	-0.08	-0.08	-0.17	-0.06	-0.08	-0.01	-0.03	-0.1	-0.2	-0.14	-0.1	-0.08
-0.15	0.08	-0.01	-0.03	-0.03	-0.04	0.02	-0.05	-0.05	0	0.04	-0.06	-0.04	-0.1	0	-0.01	0.01	-0.05	-0.03	-0.01	0	-0.03	-0.04	-0.11
-0.2	-0.21	-0.08	0	-0.09	-0.02	0.01	-0.05	-0.05	-0.06	-0.02	-0.04	0	0	-0.01	-0.07	-0.11	-0.04	0	0.05	0.05	-0.18	0.01	-0.03
-0.07	-0.21	0.01	0.03	0.05	0.04	-0.07	-0.05	0.05	-0.02	0.05	0.05	-0.05	-0.03	0.11	0.04	-0.07	-0.18	-0.07	0.03	-0.06	0.01	0.02	-0.02
0.05	0.1	0.01	0.06	-0.03	0.06	-0.09	-0.01	0.01	-0.03	-0.02	-0.08	0.03	0.04	0.05	-0.04	0.04	-0.06	-0.06	-0.08	0.01	-0.15	0.03	0.02
-0.08	-0.05	-0.14	0.01	-0.01	0.03	-0.09	-0.01	-0.02	-0.09	-0.03	-0.14	-0.04	-0.01	-0.02	-0.06	-0.09	-0.15	-0.08	0.03	-0.16	-0.03	-0.12	-0.02
-0.01	0.01	-0.05	-0.02	-0.11	-0.04	-0.01	-0.07	-0.11	-0.06	-0.16	-0.05	0.04	-0.11	0.01	0.04	-0.05	-0.02	0.02	0.05	-0.14	-0.16	-0.05	-0.12
-0.09	0.01	-0.09	-0.1	-0.15	-0.02	-0.02	-0.01	-0.22	-0.05	-0.13	-0.16	-0.12	0.04	-0.05	0.07	-0.04	-0.05	-0.03	-0.04	-0.07	-0.13	-0.08	-0.13
0.04	0.04	0.04	0	-0.08	-0.01	-0.13	0.01	0.08	-0.13	-0.13	-0.05	0	-0.05	-0.03	-0.06	0.02	-0.14	-0.04	-0.01	0.02	0.04	-0.05	0
-0.18	-0.2	-0.18	-0.15	-0.25	-0.24	-0.14	-0.24	-0.14	-0.1	-0.16	-0.07	-0.15	-0.21	-0.11	-0.27	-0.22	-0.26	-0.22	-0.08	-0.09	-0.23	-0.12	-0.06
-0.11	-0.18	-0.15	-0.12	-0.22	-0.14	-0.22	-0.12	-0.06	-0.07	-0.08	-0.15	-0.16	-0.12	-0.09	-0.07	-0.21	-0.1	-0.08	-0.11	-0.14	-0.22	-0.04	-0.11
-0.08	-0.06	-0.05	0.05	0.06	-0.2	-0.04	-0.16	-0.06	-0.12	-0.1	-0.26	0.01	-0.02	-0.06	-0.04	0.03	-0.06	-0.08	-0.05	0.02	-0.11	-0.04	-0.04
-0.04	-0.04	-0.04	-0.15	-0.02	-0.11	-0.02	-0.05	-0.13	-0.03	-0.19	-0.11	-0.04	0.02	0.01	0.02	-0.1	-0.09	-0.03	-0.09	-0.15	-0.04	-0.06	-0.08
-0.01	0	0	-0.06	-0.06	-0.03	-0.09	-0.02	-0.13	-0.13	-0.05	-0.01	-0.06	-0.01	-0.06	-0.05	-0.07	-0.06	-0.05	-0.01	-0.01	-0.07	-0.03	-0.07
-0.02	-0.06	-0.11	-0.17	-0.02	-0.14	-0.01	-0.15	0	-0.13	0.05	-0.09	-0.01	-0.07	-0.02	-0.07	0.02	-0.1	-0.05	-0.04	-0.04	-0.11	0	-0.01
-0.01	0.01	0.01	-0.12	-0.05	0.02	-0.01	-0.02	0.03	-0.02	0.05	-0.04	0.01	0.08	0.02	0.03	-0.02	-0.04	-0.09	0	0.06	0.04	0.05	-0.13
0	-0.11	0.06	0.04	-0.12	0.09	-0.01	-0.02	0.04	-0.14	0.05	0.02	-0.05	0.02	-0.15	-0.01	0.07	-0.17	-0.03	-0.03	-0.02	-0.03	0	0
0.13	0.01	0.13	0.14	0.02	0	-0.21	0.04	0	0.03	0	-0.13	0.04	0.12	0.07	0.08	0.08	-0.01	0	0.02	0.11	0	-0.05	0.05
-0.07	-0.16	-0.13	0.05	0.01	0	0.04	0	-0.14	0.02	-0.05	0.05	0.01	0.05	0.2	0.04	0.04	0.02	-0.04	-0.03	-0.23	0.01	-0.09	0
-0.13	-0.09	-0.05	-0.07	-0.01	-0.19	-0.02	-0.04	-0.06	-0.01	-0.05	0	-0.01	0.05	-0.03	-0.05	-0.03	-0.02	-0.02	-0.06	-0.17	-0.05	-0.05	-0.03
-0.04	-0.1	0.03	-0.04	0.01	-0.02	0.03	0.02	0.01	0.05	0.01	0	-0.12	-0.02	-0.01	-0.12	0.01	-0.06	0.01	-0.02	0.01	-0.01	-0.02	0.02
-0.1	0.03	-0.12	0.05	0.03	0.03	0.05	-0.01	0.01	-0.01	-0.03	-0.01	-0.01	0.04	0.1	0.05	0.03	-0.09	0	0.01	-0.11	-0.06	0.02	0.07
0.02	-0.15	0.05	-0.03	0.1	0.04	-0.02	-0.05	0.02	0	0.05	0.07	-0.12	0.04	0.04	0.08	-0.02	-0.11	0.01	0.01	0.01	-0.01	-0.01	0.1
-0.02	0	-0.1	0.05	-0.04	0	0.09	0	-0.01	-0.05	0.05	0.1	0.02	0.04	0.02	-0.05	-0.07	0.03	0.1	-0.02	-0.08	-0.07	0.03	-0.01
0.06	-0.06	0.05	0.09	0.03	0.04	0.11	0	0.05	-0.09	0.01	0.05	0.1	0	0.06	0.1	0.07	0.04	-0.09	0.07	0.12	0.01	-0.17	0.02
0.07	0.09	0.11	-0.02	0.15	0.12	0.12	0.1	-0.08	0.02	0.12	0.1	0.13	0.11	0.1	0.11	0.02	0.14	0.08	-0.01	0.03	0.15	0.09	0.06
0.13	0.16	0.08	0.08	0.02	0.14	0.12	0.06	0.14	0.08	0.06	0.15	0.08	0.02	0.12	0.08	0.03	0.03	0.09	0.01	0.09	0.09	0.03	0.08
0.06	0.11	-0.03	0.03	0.11	0.12	0.12	0.12	0.03	0.04	0.09	-0.01	0.05	0.12	0.11	0.11	0.08	0	0.11	0.02	0.12	0.12	0.12	0.09
0.06	0.05	0.14	0.17	0.06	0.02	0.11	-0.09	0.13	0.04	0.04	0.13	0.1	0.16	0.13	0.07	0	0.05	0.14	0.1	0.1	0.02	0.05	0.01
0.12	0.02	-0.03	0.1	0.08	0.11	0.06	0.04	0.07	0.05	0.06	0.07	0	0.05	0.12	0.11	0.14	-0.08	-0.06	0.14	0.15	0.04	0.11	0.04
0.09	0.08	0.17	0.06	0.12	0.03	0.13	-2.87	0.13	0.12	0.02	-0.04	0.1	0.1	0.17	0.06	0.08	0.11	-2.43	0.07	0.1	0.12	0.02	0.17
0	-0.08	-0.06	-0.06	-0.16	-0.23	-0.1	-0.09	0	0	-0.15	0.01	-0.08	0.05	-0.13	-0.01	-0.1	-0.16	-0.03	-0.04	-0.11	-0.03	-0.02	-0.06
-0.06	-0.13	-0.11	-0.09	-0.19	-0.14	-0.04	-0.08	-0.28	-0.05	-0.07	-0.01	-0.01	-0.09	-0.07	-0.03	-0.08	-0.13	-0.09	-0.02	-0.24	-0.13	-0.11	-0.08
-0.19	-0.04	-0.09	-0.1	-0.18	-0.14	-0.12	-0.09	-0.15	-0.07	-0.19	-0.13	-0.26	-0.12	-0.17	-0.12	-0.1	-0.09	-0.08	-0.11	-0.18	-0.2	-0.27	-0.25
-0.28	-0.3	-0.12	-0.2	-0.28	-0.14	-0.26	-0.39	-0.15	-0.21	-0.14	-0.35	-0.14	-0.3	-0.26	-0.23	-0.34	-0.28	-0.24	-0.2	-0.29	-0.17	-0.16	-0.29
-0.31	-0.22	-0.49	-0.26	-0.31	-0.28	-0.24	-0.23	-0.32	-0.26	-0.37	-0.11	-0.35	-0.22	-0.29	-0.27	-0.23	-0.28	-0.2	-0.2	-0.2	-0.3	-0.4	-0.16
-0.3	-0.19	-0.26	-0.38	-0.29	-0.45	-0.19	-0.39	-0.32	-0.27	-0.42	-0.22	-0.29	-0.26	-0.35	-0.16	-0.28	-0.3	-0.19	-0.39	-0.22	-0.24	-0.29	-2.72
-0.35	-2.96	-2.83	-0.2	-0.22	-0.45	-0.15	-0.27	-0.14	-0.21	-0.26	-0.27	-2.46	-0.22	-2.68	-2.93	-0.2	-0.21	-0.39	-2.67	-0.17	-0.26	-0.29	-0.26
-0.19	-2.73	-0.16	-0.16	-3.16	-0.22	-0.24	-0.22	-0.14	-0.11	-0.33	-0.18	-0.18	-0.16	-0.18	-0.2	-0.36	-0.24	-0.24	-0.36	-0.17	-0.29	-0.18	-2.37
0.07	0.16	0.05	0.18	0.16	0.15	0.11	0.09	0.07	0.01	0.16	0.03	-2.45	0.1	0.08	0.13	0.09	0.07	0.15	0.1	0.09	0.07	0.09	0.12
0.07	0.03	-0.02	0.08	0.11	0.15	0.09	0.08	0.11	0.1	0.1	-2.47	0.16	0.14	-0.02	0.04	0.06	0.17	0.16	0.03	0.09	0.1	0.09	0.1
0.02	0	0.15	0.07	-0.03	0.1	0	0.01	0.02	0.09	0.06	0.08	0.09	0.11	0.01	0.07	0.04	-0.02	0.09	0.09	0.09	0.04	0.02	0.01
0.01	0.01	0.03	0.11	0.06	-0.09	0	0.08	0	-0.03	0.14	0.02	0	0.12	0.12	0.1	0.02	-0.04	0.13	0.11	-0.02	0.04	-0.02	0.07
1.42	1.44	1.46	1.49	1.41	1.41	1.48	1.4	1.45	1.43	1.32	1.39	1.37	1.39	1.32	1.45	1.42	1.33	-1.04	1.46	1.33	1.4	1.5	1.41
1.45	1.48	1.42	1.36	1.54	1.41	1.47	1.41	1.47	1.36	1.49	1.46	1.36	1.44	-1.12	1.37	-0.96	1.48	1.35	1.45	-0.79	1.38	1.45	1.44
-0.23	-0.24	-0.16	-0.08	-0.2	-0.06	-0.16	-0.19	-0.1	-0.14	-0.23	-0.34	-0.15	-0.08	-0.2	-0.05	-0.14	-0.3	-0.1	-0.18	-0.05	-0.21	-0.11	-0.19
0.38	0.4	0.43	0.39	0.44	0.43	0.16	0.4	0.4	0.52	0.09	0.4	0.49	0.37	0.16	0.42	0.02	0.5	0.27	0.01	0.38	0.42	0.44	0.18
0.95	0.87	0.95	0.97	0.64	0.94	0.86	0.89	0.87	0.94	0.93	0.92	0.97	0.91	0.92	0.95	0.92	0.89	0.89	0.8	0.91	0.89	0.94	0.99
1	1	0.95	0.95	0.98	0.95	0.98	0.85	0.96	0.98	0.97	0.99	0.9	1.02	0.85	0.95	0.86	0.94	0.85	0.99	0.94	0.95	0.89	0.97
0.86	0.95	0.94	0.86	0.93	0.86	0.93	0.84	0.95	0.83	0.86	0.96	0.73	0.94	0.82	0.91	0.99	0.94	0.9	0.98	0.79	0.98	1	0.93
-0.06	0.04	-0.16	0	0	-0.4	-0.04	-0.02	-2.25	-0.02	0.02	-0.01	-2.01	0.04	-0.05	0.03	-0.14	-0.13	-2.31	-0.05	-0.07	0	-0.03	-0.03
-0.01	-0.02	0.02	-0.02	0.03	-2.7	-0.12	-0.13	0.01	0.02	-0.09	0	-0.11	0.01	-0.03	-0.01	-0.12	-0.11	0.03	0.02	-0.04	-0.15	-0.08	-0.04
0.05	-0.12	-0.11	0	-0.04	0.06	-0.05	-2.64	-0.11	0.06	-2.65	-0.05	-0.1	-0.18	-2.4	-0.16	-0.04	-0.09	-0.07	-0.05	-2.21	-0.09	-0.06	-0.02
-0.1	-0.11	-0.09	-0.09	0.03	-0.12	-0.02	-0.01	-0.06	-2.84	-2.9	-0.01	-0.05	-0.04	-0.06	-0.08	-0.03	-0.12	-2.45	-0.02	-0.02	-0.08	-2.37	-0.14
0.74	0.63	0.59	0.77	0.76	0.71	0.71	0.66	0.74	0.66	0.66	0.63	0.61	0.54	0.68	0.74	0.78	0.7	0.5	0.69	0.51	0.76	0.71	0.67
0.71	0.72	0.74	0.75	0.61	0.61	0.72	0.65	0.73	0.66	0.61	0.72	0.64	0.74	0.71	0.73	0.71	0.67	0.67	0.68	0.66	0.66	0.64	0.7
0.68	0.72	0.64	0.77	0.68	0.73	0.72	0.55	0.69	0.76	0.73	0.74	0.78	0.69	0.71	0.72	0.65	0.76	0.73	0.8	0.62	0.69	0.77	0.68
0.67	0.8	0.81	0.72	0.71	0.67	0.69	0.75	0.7	0.74	0.67	0.73	0.59	0.76	0.74	0.76	0.66	0.69	0.73	0.68	0.7	0.64	0.82	0.73
0.77	0.78	0.75	0.78	0.74	0.71	0.68	0.84	0.69	0.68	0.68	0.77	0.77	0.79	0.82	0.78	0.84	0.77	0.79	0.82	0.83	0.76	0.67	0.79
