0.62518,3.9604,1
0.6591,7.9208,1
0.74843,0.9901,1
0.65889,2.9703,1
0.7138,2.9703,1
0.74237,4.9505,1
0.60662,4.9505,1
0.71961,4.9505,1
0.65758,5.9406,1
0.67223,1.9802,1
0.73435,6.9307,1
0.7633,8.9109,1
0.77052,9.901,1
0.68039,3.9604,1
0.7399,3.9604,1
0.76446,4.9505,1
0.76074,0.9901,1
0.66669,3.9604,1
0.73938,7.9208,1
0.72629,7.9208,1
0.77246,4.9505,1
0.75503,14.8515,1
0.67617,9.901,1
0.67622,12.8713,1
0.82061,10.8911,1
0.54204,2.9703,2
0.66039,4.9505,2
0.67545,15.8416,2
0.79357,1.9802,2
0.74205,12.8713,2
0.7294,23.7624,2
0.74021,2.9703,2
0.71225,25.7426,2
0.62216,10.8911,2
0.65475,9.901,2
0.69154,2.9703,2
0.71147,6.9307,2
0.71634,24.7525,2
0.78073,7.9208,2
0.74321,7.9208,2
0.71651,17.8218,2
0.73897,3.9604,2
0.71544,10.8911,2
0.75635,2.9703,2
0.76179,11.8812,2
0.78869,3.9604,2
0.78137,19.802,2
0.81661,26.7327,2
0.78656,10.8911,2
0.83479,13.8614,2
