0.76506	0.529
0.66546	0.499
0.63148	0.541
0.65993	0.568
0.85828	0.6
0.73183	0.357
0.59555	0.69
0.67575	0.596
0.83763	0.601
0.85745	0.619
0.90795	0.496
0.69074	0.668
0.69769	0.618
0.89488	0.693
0.87507	0.74
0.95549	0.793
0.68502	0.567
0.66908	0.645
0.95229	0.499
0.92064	0.523
0.57955	0.554
0.835	0.539
0.91775	0.615
0.95728	0.554
0.92827	0.671
0.82798	0.539
0.68067	0.503
0.88789	0.513
0.75847	0.704
0.83334	0.625
-0.8674	0.337
-0.80509	0.428
-0.68172	0.377
-0.59485	0.523
-0.65213	0.537
-0.90939	0.355
-0.96823	0.478
-0.71625	0.539
-0.61361	0.356
-0.88628	0.428
-0.4774	0.447
-0.57942	0.576
-0.68958	0.574
-0.75742	0.439
-0.69044	0.515
-0.51808	0.463
-0.61983	0.256
-0.76075	0.366
-0.80532	0.483
-0.54427	0.465
-0.75593	0.558
-0.7651	0.606
-0.67744	0.334
-0.78267	0.423
0.15341	0.533
-0.0335	0.512
0.19404	0.607
0.39872	0.548
0.16507	0.456
-0.34442	0.519
0.59957	0.463
0.02562	0.536
-0.47962	0.5
-0.22458	0.457
0.26522	0.464
0.07121	0.458
-0.49634	0.533
-0.01839	0.399
-0.03637	0.552
0.30525	0.521
-0.4448	0.44
-0.30067	0.42
-0.20507	0.516
-0.38499	0.564
0.23754	0.407
-0.09706	0.694
0.47569	0.599
-0.17823	0.313
-0.20941	0.471
-0.42422	0.539
0.35947	0.51
0.10058	0.52
-0.1077	0.529
0.25289	0.563
-0.41376	0.328
0.1462	0.432
-0.03535	0.5
-0.11405	0.314
0.14688	0.618
0.36761	0.594
0.46126	0.502
0.20946	0.664
-0.56846	0.385
0.5819	0.45
0.54044	0.641
0.14304	0.477
0.06965	0.562
-0.16572	0.538
0.51759	0.527
0.57761	0.629
-0.39268	0.402
0.02709	0.589
0.11776	0.595
-0.01727	0.535
-0.04264	0.585
0.45751	0.5653
0.30276	0.528
-0.48659	0.505
0.39499	0.516
-0.28928	0.457
0.29481	0.592
-0.43218	0.408
-0.22397	0.514
-0.21168	0.573
-5.13E-4	0.569
-0.00982	0.542
0.23375	0.635
-0.04264	0.461
-4.1E-4	0.431
-0.11543	0.503
0.13768	0.587
-0.26455	0.477
-0.33739	0.549
0.26877	0.609
-0.26746	0.608
-0.44642	0.424
0.18885	0.462
-0.35682	0.511
0.28355	0.617
